"newID","pop","avg_long_stamen_length","avg_short_stamen_length","avg_pistil_length","avg_floral_tube_length","avg_crease_to_top_height","avg_crease_to_bottom_height","avg_tube_height_at_base","avg_tube_height_at_inflection","avg_mouth_angle","avg_platform_angle","avg_upper_petal_angle","avg_tube_width_at_mouth","avg_tube_width_at_base","avg_lower_petal_angle","avg_tube_height_at_mouth","avg_mouth_constriction_angle","avg_stamen_length_ratio","avg_longstamen_pistil_ratio","avg_longstamen_tube_ratio","avg_pistil_tube_ratio","avg_floral_crease_ratio","avg_mouth_height_width_ratio","avg_throat_inflation_ratio","avg_nectary_area","total_brightness","chroma","modified_hue","K1","K2","rgb","region","subpopulation","class"
"129-133",129,28.899,23.4445,31.623,25.6185,6.624,2.847,3.858,5.3865,60.429,46.911,142.0655,9.917,4.116,157.5065,9.4715,-13.5175,1.2327480568847,0.91393454316907,1.12817465850142,1.23441014162758,2.35646992119491,0.95507696186584,1.39663582503602,1.25425,155.595594625091,0.212457721975564,55.8843110479323,1e-05,0.99999,"#B693C9FF","sierras","davidsonii_virginialakes","davidsonii"
"129-134",129,31.4385,27.89,37.9065,29.751,6.062,1.2375,3.915,4.9025,NA,NA,NA,8.5375,3.215,NA,7.2995,NA,1.12737496314127,0.829345951785595,1.05667625562052,1.27408633129297,4.90394327272157,0.855530604299761,1.25251391815423,1.27025,141.190364305522,0.266441462322796,66.0924492248267,1e-05,0.99999,"#B384BDFF","sierras","davidsonii_virginialakes","davidsonii"
"129-135",129,32.1585,26.359,37.5925,28.3235,7.8175,1.948,3.679,5.7385,71.4145,38.1805,135.2795,9.8015,4.349,153.306,9.766,-33.234,1.21991980028549,0.855221369848876,1.13517025535441,1.32745764779861,4.15679672654872,0.9963919475649,1.56270402275736,1.08025,142.880497204254,0.274176434199296,64.0616741955236,1e-05,0.99999,"#B382C0FF","sierras","davidsonii_virginialakes","davidsonii"
"129-136",129,29.2475,24.7175,37.536,27.3815,7.4435,2.466,3.404,4.8625,95.293,46.793,131.3595,7.7385,4.017,133.347,9.9095,-48.5,1.18447990674672,0.779677199810088,1.06848362548318,1.37060317731218,3.19426813456025,1.28034424239508,1.44252895752896,1.03675,159.685155941635,0.218104620571313,66.1755773433143,1e-05,0.99999,"#C294C7FF","sierras","davidsonii_virginialakes","davidsonii"
"129-137",129,29.34,24.148,34.369,26.528,6.066,3.616,3.567,5.842,87.326,71.62,131.358,9.34,4.24,141.316,9.682,-15.705,1.21500745403346,0.853676278041258,1.10600120627262,1.29557448733414,1.67754424778761,1.03661670235546,1.63779086066723,1.0165,142.321140725921,0.262764698454648,60.8220249466892,1e-05,0.99999,"#AE84C1FF","sierras","davidsonii_virginialakes","davidsonii"
"129-138",129,26.4255,24.273,28.8565,21.72,4.4055,1.537,2.408,3.712,39.927,39.927,163.325,6.216,3.384,156.7485,5.9425,0,1.08580456696992,0.913131956029413,1.21320975790962,1.32839274482511,2.91678074108032,0.963158770154937,1.54478427353072,1.61,118.711443445791,0.471369470715528,88.4319753690314,0.877717,0.122283,"#CC4F93FF","sierras","hybrids_virginialakes","hybrid"
"129-139",129,30.807,27.101,36.719,28.343,7.729,2.028,3.329,6.867,68.978,37.87,137.244,8.578,4.657,153.778,9.757,-31.108,1.13674772148629,0.838993436640431,1.08693504569029,1.29552270401863,3.81114398422091,1.1374446257869,2.06278161610093,1.266,127.229709725489,0.310948474729031,65.4201871235924,1e-05,0.99999,"#A874B6FF","sierras","davidsonii_virginialakes","davidsonii"
"129-140",129,30.501,27.019,31.469,24.671,5.4325,1.8095,2.1975,3.7505,68.361,57.446,146.837,5.31,2.9165,144.802,7.242,-10.915,1.12883174198805,0.969233723959628,1.23625713673151,1.27575187490577,3.13098684014204,1.36364378648751,1.70675713471798,1.45875,113.908727813597,0.442207504522369,79.7159424726127,0.650994,0.349006,"#B2589BFF","sierras","hybrids_virginialakes","hybrid"
"129-141",129,32.706,26.581,39.2505,28.7555,7.5415,2.125,3.282,5.7435,68.8885,37.836,141.1385,7.871,4.466,149.974,9.6665,-31.0525,1.23048911052445,0.833663915905192,1.1374337657771,1.36489688839048,3.54998997645798,1.23449578907616,1.76905939249035,1.03975,120.582635012469,0.325042781032031,66.4099220650594,1e-05,0.99999,"#A070B2FF","sierras","davidsonii_virginialakes","davidsonii"
"129-142",129,28.0655,27.2255,30.5315,23.8085,5.395,1.863,2.6895,4.0585,42.1425,30.7345,153.074,6.4805,3.258,164.783,7.258,-11.4085,1.03260370308928,0.918550144703753,1.17758097775094,1.28158522343935,2.88621452963107,1.11798002395034,1.50970535818385,0.8915,131.127310615106,0.370257249162959,76.851685336959,0.351679,0.648321,"#BF68ADFF","sierras","hybrids_virginialakes","hybrid"
"129-143",129,27.2185,23.199,29.7845,27.403,6.584,2.2425,3.362,4.2065,70.277,38.1555,140.2435,6.725,3.713,149.4795,8.827,-32.122,1.17325954366239,0.9141841528827,0.993332215408126,1.08719283626495,2.95189819876571,1.31103057744511,1.25027983352036,0.741,161.423191310812,0.196022343115149,54.1357100488328,1e-05,0.99999,"#B899CDFF","sierras","davidsonii_virginialakes","davidsonii"
"129-144",129,29.093,25.266,35.384,25.952,7.352,2.947,4.706,7.075,73.021,40.881,141.778,9.954,3.47,145.201,10.299,-32.14,1.15146837647431,0.822207777526566,1.12103113440197,1.3634401972873,2.49474041398032,1.03465943339361,1.50339991500212,0.8075,197.032404700743,0.124894679132539,51.4531569236598,1e-05,0.99999,"#D1B7DAFF","sierras","davidsonii_virginialakes","davidsonii"
"129-145",129,27.606,24.0195,32.36,25.971,5.8235,2.0295,4.07,5.4285,72.296,35.355,142.8455,8.5025,3.803,144.8585,7.853,-36.941,1.15192983107581,0.846693448702101,1.06303115666644,1.26243514219951,2.87277523497327,0.925762361643042,1.34239126744881,1.11875,161.633254810201,0.228548743942502,63.9271628794655,0.012368,0.987632,"#C590CAFF","sierras","hybrids_virginialakes","hybrid"
"129-146",129,27.6085,22.568,31.0815,26.42,6.9975,1.783,4.1165,6.5415,55.5135,31.297,143.8235,8.488,3.8335,160.663,8.7805,-24.216,1.22333845263026,0.888446992270229,1.04499208545526,1.17643159554201,3.94839388386934,1.03466816255049,1.5889196947125,1.33375,142.525758949105,0.25348969023423,60.8345025924172,1e-05,0.99999,"#AC87C2FF","sierras","davidsonii_virginialakes","davidsonii"
"129-147",129,26.169,21.1385,31.5355,23.5345,5.485,2.4685,3.196,4.665,60.034,28.4005,153.36,8.833,4.207,146.606,7.9535,-31.6335,1.23873003396765,0.829842469815531,1.11311628700488,1.34128227830842,2.38047416460608,0.900257251241481,1.47155403414392,1.0055,163.35946600076,0.205528397710871,65.7817736017016,1e-05,0.99999,"#C498CAFF","sierras","davidsonii_virginialakes","davidsonii"
"129-148",129,26.244,20.851,30.404,24.581,4.981,2.255,3.315,4.147,81.184,49.1,132.013,8.116,4.109,146.803,7.236,-32.084,1.25864466932042,0.86317589790817,1.06765387901225,1.23689028111143,2.20886917960089,0.891572203055693,1.25098039215686,0.733,158.687431401014,0.211924383235704,60.8831972797028,1e-05,0.99999,"#BA96C7FF","sierras","davidsonii_virginialakes","davidsonii"
"129-149",129,29.0785,22.432,33.0715,26.1045,7.176,2.9305,4.339,7.427,72.791,37.9435,144.158,8.2235,4.2225,143.051,10.1065,-34.8475,1.296343026714,0.879098448685977,1.11366841080176,1.2671465591505,2.45097729138677,1.2304563198949,1.71556758004334,1.03625,171.902057256995,0.181473710353043,61.3781255214957,1e-05,0.99999,"#C6A1CBFF","sierras","davidsonii_virginialakes","davidsonii"
"129-150",129,28.6475,25.4845,30.033,29.059,8.6455,1.9885,4.249,5.747,79.6445,51.2665,123.721,7.556,3.597,156.635,10.634,-28.3775,1.12355681907172,0.953805001102414,0.985974108832419,1.03352845246216,4.34414555921469,1.31061408152462,1.35720928883936,1.4435,143.081675641997,0.272886832191851,68.5486329556439,1e-05,0.99999,"#B982BBFF","sierras","davidsonii_virginialakes","davidsonii"
"131-001",131,26.692,22.909,27.4325,20.1535,3.608,1.823,2.206,3.889,37.5525,37.5525,154.457,6.304,2.935,167.9905,5.4305,0,1.16525439568104,0.973086016296348,1.32482267383231,1.36139246717567,1.97598367080359,0.861715174784737,1.76613332285854,1.7375,140.613321286153,0.38518609067728,87.8176878191267,0.995116,0.004884,"#DB67A8FF","sierras","hybrids_gemlakes","hybrid"
"131-002",131,22.543,19.311,26.117,19.3535,3.0665,1.414,1.813,2.937,83.9895,71.072,134.9965,5.216,2.67,141.0145,4.4805,-12.9175,1.16738605060091,0.863154155713837,1.16493410429869,1.34958311781937,2.16677925831627,0.858849670636888,1.61981398421103,1.126,105.428575153492,0.513568669005202,84.3100749146308,NA,NA,"#B3488CFF","sierras",NA,NA
"131-003",131,24.05,21.289,23.972,19.699,3.9305,1.3295,1.8155,3.1275,61.591,48.0865,149.1055,5.4825,2.649,149.304,5.26,-13.5045,1.12976473778518,1.00324261373789,1.22121348609654,1.217201155405,3.00357751277683,0.960008025797568,1.72307443353905,1.41425,111.103415295666,0.501910502238179,87.2216862385866,NA,NA,"#C6438EFF","sierras",NA,NA
"131-004",131,22.106,19.5955,23.726,16.135,2.9575,1.4745,1.4585,3.0145,52.17,46.239,150.09,4.845,2.4025,157.7405,4.432,-5.931,1.12816330500333,0.932209888804073,1.37007853795329,1.47081201982176,2.07241671372106,0.914379922590949,2.06692549650192,1.05575,107.906091410787,0.502060848101579,83.0503475958392,NA,NA,"#B34993FF","sierras",NA,NA
"131-005",131,21.9275,18.687,23.6575,17.3695,3.506,1.1105,1.6565,2.7895,50.7585,42.937,148.6655,5.447,2.2385,160.576,4.617,-7.8215,1.17332257515363,0.92750360882329,1.26273352304764,1.36166240114651,3.23780089759282,0.847222206769818,1.68240618053198,0.99,135.380875702539,0.38353587149709,85.8223679175931,NA,NA,"#D464A8FF","sierras",NA,NA
"131-006",131,21.567,19.212,20.366,17.8765,3.4445,1.052,1.5215,3.0035,65.166,36.158,147.05,4.7695,2.307,147.7845,4.496,-29.008,1.12235688024664,1.05917352311454,1.20621817944337,1.13983640555298,3.33886706900406,0.942526606858539,1.97581163186899,0.704,127.190627178383,0.449956213909577,87.2810151138029,0.908623,0.091377,"#D4529CFF","sierras","hybrids_gemlakes","hybrid"
"131-007",131,24.539,22.246,23.385,19.312,3.4285,1.6205,1.937,3.3285,43.958,43.958,147.583,5.6195,2.6475,168.459,5.049,0,1.10317715091501,1.04935116897841,1.27065495912618,1.21089783570386,2.14736517838233,0.898580429522501,1.71855372446144,1.441,130.664987221872,0.436773163449057,88.2423772250225,NA,NA,"#D7589EFF","sierras",NA,NA
"131-008",131,23.568,20.442,21.619,19.5125,2.4455,1.6145,1.8265,2.842,75.8315,66.4095,139.4215,4.8435,2.026,144.747,4.0605,-9.422,1.15308436086774,1.09015442784586,1.20807250160075,1.10817550772464,1.51458351718766,0.83918961790578,1.55651498241951,0.87,116.987010788336,0.50357781545461,87.7193499218127,0.936451,0.063549,"#CC4590FF","sierras","hybrids_gemlakes","hybrid"
"131-009",131,21.4855,18.49,23.9815,17.63,2.929,1.353,1.8755,3.1935,62.063,52.6535,149.4865,5.859,2.2745,148.451,4.282,-9.4095,1.16107403022059,0.894043974413165,1.21600343096524,1.36055132066347,2.17631044948064,0.807787020699714,1.71174999713739,0.87475,122.772508857281,0.430985884729597,81.6343644402082,NA,NA,"#BF5BA1FF","sierras",NA,NA
"131-010",131,24.0565,22.1595,26.428,17.5625,2.8115,1.978,1.782,3.019,56.5255,51.076,146.933,5.2665,2.4095,156.542,4.7895,-5.4495,1.08581222304062,0.877327077342213,1.36939831838581,1.54468408440002,1.44622828605134,0.909399647960957,1.72828971992496,0.7585,135.068033167157,0.40524753597521,85.6457676108642,0.99999,1e-05,"#D75DA5FF","sierras","newberryi_gemlakes","newberryi"
"131-011",131,26.408,24.787,26.8525,21.486,3.4665,1.1645,2.121,2.856,58.249,41.3625,147.041,5.9515,2.4755,154.71,4.631,-16.886,1.0654023869035,0.983777830200452,1.22946793697471,1.2497616625114,3.81428039031457,0.777959776564703,1.35105307128447,1.41875,130.25591875188,0.438955183744622,87.0306467657268,NA,NA,"#D556A0FF","sierras",NA,NA
"131-012",131,18.918,17.231,22.685,15.736,3.08,1.5225,1.709,3.0835,65.3045,50.5825,147.9015,4.6195,2.7355,146.794,4.602,-14.722,1.09790493877314,0.853854486369381,1.21199308091486,1.44142145640853,2.02915360501567,1.01590899669929,1.81032328461279,1.12525,123.293791916235,0.463297558607304,88.9139427689732,NA,NA,"#D15198FF","sierras",NA,NA
"131-013",131,24.9425,21.4975,27.588,18.4855,3.128,1.269,1.6705,2.8,49.913,49.913,148.544,5.4025,2.7365,161.543,4.397,0,1.16072724187568,0.904083529805033,1.34928970900679,1.49240934956412,2.49377443182674,0.81404230992077,1.70304437960407,1.1585,127.14494447836,0.45136613596627,88.0584295823137,0.988426,0.011574,"#D3559BFF","sierras","hybrids_gemlakes","hybrid"
"131-014",131,23.5155,21.879,25.3035,17.98,2.752,1.6595,1.8895,3.083,50.3855,50.3855,152.842,4.97,2.923,156.772,4.412,0,1.07428300902711,0.928841100042045,1.30739147651339,1.40716490125229,1.69080546530162,0.886924345301484,1.63107718782139,1.313,125.47997695779,0.400008654918214,82.7197639328784,NA,NA,"#C363A2FF","sierras",NA,NA
"131-015",131,24.941,23.1205,25.288,19.2845,3.3065,1.454,1.64,2.947,46.179,46.179,150.445,5.5855,2.4665,163.376,4.76,0,1.07862098950619,0.986148180869161,1.29340080202576,1.31170421893388,2.2757509469697,0.852674711529483,1.85468143432745,0.852,115.967922819408,0.500310468703976,86.6515144581157,NA,NA,"#C74990FF","sierras",NA,NA
"131-016",131,25.059,22.0535,25.6775,19.456,2.9265,1.53,1.4415,2.577,51.807,43.3895,149.79,5.344,2.4455,158.4035,4.4565,-8.4175,1.13603014267336,0.97599855388623,1.2876237585094,1.31935311112438,2.04778486370563,0.834644398813822,1.78694382011657,1.09225,162.456834626367,0.292977031999132,84.0254449157321,0.99999,1e-05,"#E67DBEFF","sierras","newberryi_gemlakes","newberryi"
"131-017",131,26.125,25.051,26.8085,20.9515,3.5665,1.8005,2.3275,3.5475,45.367,45.367,147.898,6.313,2.533,166.735,5.3675,0,1.0438058340875,0.974235569370617,1.24681649413245,1.27946782736814,1.9885283857528,0.850189793413401,1.52398614054064,1.308,123.733769693572,0.483372169489345,89.4022067529863,NA,NA,"#D34D94FF","sierras",NA,NA
"131-018",131,25.2355,22.2335,25.142,18.559,2.8415,2.2415,2.175,3.223,49.3145,43.8905,148.239,6.787,2.696,162.4475,5.083,-5.424,1.13492536245475,1.00379848718278,1.3596121743513,1.35453551630215,1.3338036677507,0.748973781477104,1.48199364562463,2.3545,128.086549562796,0.439823153932767,85.5094938947454,0.99999,1e-05,"#D055A0FF","sierras","newberryi_gemlakes","newberryi"
"131-019",131,25.5615,22.0525,26.14,18.338,3.0435,1.74,1.921,3.4235,54.363,48.2705,145,5.0395,2.642,160.6375,4.7835,-6.0925,1.1591237292594,0.977866055624424,1.39391919833101,1.42552919849532,1.8031030903041,0.950307286834532,1.78051743339795,1.13475,126.848254484489,0.457739555781673,86.9622541432724,NA,NA,"#D3519BFF","sierras",NA,NA
"131-020",131,27.1165,23.9005,28.6205,20.9375,2.7495,1.8525,2.0275,3.072,56.7925,56.7925,149.653,5.4855,2.707,153.555,4.602,0,1.13473568002133,0.947600398047347,1.29521742964532,1.36691178563305,1.48593954811046,0.838562085485071,1.51396908002008,1.63366666666667,139.00193241736,0.392214581520549,84.1374891321167,NA,NA,"#D860ACFF","sierras",NA,NA
"131-021",131,23.949,19.7115,26.66,18.339,2.83,2.2145,1.9975,3.083,64.284,64.284,148.4375,4.7025,2.9355,147.2785,5.0445,0,1.21490113447563,0.899927037368534,1.30614064790433,1.45343755661326,1.28739814844921,1.07226852846402,1.54143565632683,1.6855,146.538298767009,0.364180393673323,85.7584269549846,NA,NA,"#DE6BAFFF","sierras",NA,NA
"131-022",131,29.406,26.422,26.485,22.4935,3.627,1.224,1.739,2.7445,36.838,36.838,158.8095,5.956,2.7995,164.352,4.851,0,1.11292457392029,1.11038135704962,1.30729912586363,1.17742486402655,2.9673426685981,0.818041956110194,1.59962074578233,2.07625,117.662134013767,0.466899644379651,88.2259890147471,0.99999,1e-05,"#CA5194FF","sierras","newberryi_gemlakes","newberryi"
"131-023",131,21.972,19.706,24.8645,17.149,3.547,1.6865,1.898,3.0335,75.4815,57.7255,147.9245,4.596,2.422,136.594,5.233,-17.756,1.11382643912132,0.882666429700268,1.28007171921396,1.44983138235406,2.1523642288639,1.14241283399224,1.59776491410724,0.82625,148.619439887204,0.344314496523917,86.4593117641658,NA,NA,"#DF71B1FF","sierras",NA,NA
"131-024",131,25.627,23.274,29.048,19.4815,4.168,1.3205,1.8955,2.95,66.517,58.8875,140.987,4.317,2.682,152.4955,5.4885,-7.6295,1.10060092464595,0.881991275566821,1.31621911480571,1.49248514082602,3.21450477478043,1.29508298908877,1.56818700257466,1.66775,128.246385676152,0.452055049259747,87.1738666931508,0.990296,0.009704,"#D74F9DFF","sierras","hybrids_gemlakes","hybrid"
"131-025",131,24.304,21.7335,22.563,17.9475,3.15,1.084,1.5185,2.199,44.956,37.455,152.1505,4.8915,2.3195,162.8935,4.2335,-7.501,1.11793570009597,1.08087002987393,1.35376854322989,1.25603944555452,2.9822746719349,0.865284821520452,1.45125753824338,1.133,123.026408968654,0.456632792852461,86.8673190006666,NA,NA,"#CE519AFF","sierras",NA,NA
"131-026",131,22.748,20.4675,24.1045,16.0755,3.201,1.27,1.8735,3.504,53.971,46.1565,152.951,5.686,2.5945,153.078,4.4705,-7.8145,1.11122078827312,0.943480663741628,1.41493634067033,1.49939932397653,2.52244502411526,0.787782503744102,1.87020832797951,0.625,131.391517562133,0.420459480253938,87.9291217748089,0.99999,1e-05,"#D45F9FFF","sierras","newberryi_gemlakes","newberryi"
"131-027",131,27.275,24.092,30.0475,19.11,4.1625,1.4475,2.143,3.1385,48.4725,41.669,142.8015,5.7665,3.069,168.7255,5.61,-6.804,1.13213203989291,0.908177859144144,1.427317616774,1.57216273371494,3.2353293637419,0.977129007006159,1.4643722236739,1.59525,139.48769094055,0.392996320336903,85.9073171527135,NA,NA,"#DA62A9FF","sierras",NA,NA
"131-028",131,25.333,22.7425,23.52,18.6585,3.1865,2.1845,1.726,2.977,58.953,54.6,143.708,5.409,2.305,157.339,5.3705,-4.353,1.11472595498484,1.07901039578241,1.35769243134704,1.25984059834713,1.72890702891326,0.989099709524045,1.72571956484293,1.0535,131.939556194406,0.401592520479448,86.3943987561474,NA,NA,"#D460A3FF","sierras",NA,NA
"131-029",131,23.722,20.6965,23.7645,16.79,4.03,1.444,1.8435,2.655,60.645,46.5805,150.512,4.8335,2.688,148.8435,5.474,-14.065,1.14633731709998,0.998954127226012,1.41305355530908,1.41592690117386,2.8047591499865,1.13330563559221,1.44152792747398,1.195,125.054916188931,0.459428896209019,88.1825986317157,0.99999,1e-05,"#D25198FF","sierras","newberryi_gemlakes","newberryi"
"131-030",131,22.953,19.2725,24.651,17.822,3.723,1.463,1.914,3.011,49.2095,42.3935,140.2005,5.611,2.2325,170.5895,5.1855,-6.8165,1.19133577249885,0.930464833231719,1.28785638258478,1.38471295931345,2.57787142261014,0.924248875725744,1.5978051196713,1.17025,128.214777284746,0.433758462151755,85.4861608992048,NA,NA,"#CF57A0FF","sierras",NA,NA
"131-031",131,26.6225,24.212,28.087,19.999,2.39,1.6605,1.613,2.7495,59.6185,50.5885,150.0545,5.4775,2.2665,150.328,4.051,-9.03,1.09959046267729,0.94786258423955,1.33325268888946,1.4065543530573,1.44123311860305,0.74087522517004,1.7046742492728,0.956,128.351645007795,0.440789783011833,86.933880188575,0.952336,0.047664,"#D4549FFF","sierras","hybrids_gemlakes","hybrid"
"131-032",131,25.7095,22.1905,29.443,18.7155,2.953,1.5225,1.591,2.852,45.385,39.318,152.3455,4.716,2.7215,162.269,4.476,-6.0665,1.1586039667445,0.889175695411473,1.37397093206626,1.53348958333333,2.18866438221277,0.94976618879546,1.7933644682566,1.78366666666667,157.541113833575,0.302586783188527,84.9298362244663,NA,NA,"#DF7EBAFF","sierras",NA,NA
"131-033",131,26.1975,23.4965,28.07,18.3785,4.1315,1.486,1.744,2.8655,40.0235,40.0235,160.5615,5.054,2.764,159.415,5.6175,0,1.11562357210458,0.933020123803921,1.42500098831943,1.52726812703577,2.78006883824145,1.11851795133249,1.6451326617188,1.37775,136.27562358285,0.397924734795936,86.0756488431211,0.921752,0.078248,"#D761A7FF","sierras","hybrids_gemlakes","hybrid"
"131-034",131,24.618,21.296,26.306,17.986,3.278,1.8195,1.839,3.509,33.5065,33.5065,159.0375,5.0995,2.946,167.456,5.0975,0,1.15618490725747,0.936517586069521,1.36914059326743,1.46343893504396,1.81080753627923,1.00055277683094,1.90772660115372,1.34475,116.095356364995,0.504059379162985,88.5740940499217,NA,NA,"#CD4390FF","sierras",NA,NA
"131-035",131,25.6085,23.012,29.2815,19.788,3.591,1.407,1.83,2.735,59.26,46.116,153.4535,5.548,2.464,147.2865,4.9975,-13.144,1.11289885919079,0.875068543538654,1.29438578207311,1.48038927315419,2.55384906832769,0.902476015318595,1.49528283805928,1.169,135.155294418446,0.413404647427028,86.9933572642883,0.99999,1e-05,"#D75EA4FF","sierras","newberryi_gemlakes","newberryi"
"131-036",131,23.6525,21.3425,24.1345,17.623,2.81,1.508,1.8395,3.0575,53.79,53.79,143.5015,6.032,2.5945,162.7095,4.318,0,1.10946615522732,0.979963706722179,1.34306903817208,1.37054091027745,1.8566792911087,0.715942191498905,1.66266539335288,1.04633333333333,113.571997701823,0.524879343960076,89.2798238153318,NA,NA,"#C9438BFF","sierras",NA,NA
"131-037",131,20.9815,18.3765,24.9725,16.9085,2.911,1.568,1.5705,2.822,74.985,62.681,146.278,5.4115,2.784,138.737,4.479,-12.3035,1.14183054062794,0.841142308548866,1.24111195280855,1.47808387483989,1.88036446088419,0.835616493024511,1.79730188376272,1.07425,115.463916952145,0.502277357528731,89.1483175343713,NA,NA,"#C94B8CFF","sierras",NA,NA
"131-038",131,24.4495,21.777,24.981,18.9575,3.6595,1.5895,1.9295,3.581,51.8105,51.8105,147.108,5.6655,2.6375,161.0815,5.2485,0,1.12268055845495,0.978509725063484,1.28941762848102,1.31791363098812,2.31916312192324,0.932522145448064,1.86589203201089,1.1695,116.584385399799,0.501722776991328,88.7010461450856,NA,NA,"#C94B90FF","sierras",NA,NA
"131-039",131,26.688,22.632,26.932,19.0235,3.734,1.6945,1.764,2.965,48.4035,48.4035,143.2355,6.4375,2.965,168.3615,5.4285,0,1.17964076178412,0.994801722857567,1.40307124525948,1.42913239586097,2.27222372679577,0.84206429150984,1.69209757637957,1.73366666666667,128.326436903083,0.436568574110276,88.4177000365735,0.99999,1e-05,"#D3599CFF","sierras","newberryi_gemlakes","newberryi"
"131-040",131,25.209,22.507,27.917,18.6665,2.7995,1.0995,1.7825,2.7545,60.4995,53.6145,144.8545,5.036,2.604,154.6455,3.899,-6.885,1.12013638608716,0.90417112977364,1.35050811941796,1.49516660671766,2.76812346091388,0.775796599223976,1.54477949084113,1.07366666666667,145.58735350904,0.363213418594011,88.2430385107266,0.99999,1e-05,"#DF6DADFF","sierras","newberryi_gemlakes","newberryi"
"131-041",131,25.595,22.016,25.9115,21.2745,3.3755,1.9655,1.724,2.832,75.837,56.929,144.3835,4.671,2.523,139.78,5.341,-18.9075,1.16346315422357,0.988020125690471,1.20309078835475,1.21780906926717,1.72288471331758,1.14255110816099,1.65125525650953,1.29675,105.099845270077,0.498425237688259,84.3935665625459,0.87754,0.12246,"#B34B8CFF","sierras","hybrids_gemlakes","hybrid"
"131-042",131,26.3645,22.6975,27.6685,21.8805,3.663,1.8065,1.7625,3.5075,64.8465,59.239,147.39,5.987,3.1005,147.7635,5.47,-5.608,1.161615705005,0.953327066330226,1.20517372987163,1.26438473942407,2.05583029672046,0.927372489193228,1.9950231070032,1.5345,137.645759265072,0.368782152071833,90.977100817578,0.99999,1e-05,"#D8729FFF","sierras","newberryi_gemlakes","newberryi"
"131-043",131,25.455,24.005,27.31,20.0145,3.216,1.8715,1.928,3.2425,78.598,49.301,148.0605,4.8175,2.3325,133.3425,5.0875,-29.2965,1.06040746278615,0.932086303501011,1.2718049652118,1.36447683409394,1.76367510602406,1.05724780800733,1.68165728181119,1.07275,141.306172692229,0.390863061398116,85.9382271862199,0.930247,0.069753,"#DC62AAFF","sierras","hybrids_gemlakes","hybrid"
"131-044",131,25.721,22.5555,29.6225,21.7565,3.1485,1.7415,1.6695,2.9345,53.5795,48.6515,148.562,4.678,2.6925,157.8595,4.8895,-4.928,1.14035511748984,0.86835966616494,1.18219288415589,1.361609459719,1.86637155368845,1.0599959387067,1.75761031021047,1.26933333333333,133.774323245388,0.414029435142456,87.8280449514508,0.972203,0.027797,"#D660A1FF","sierras","hybrids_gemlakes","hybrid"
"131-045",131,26.316,24.1715,27.5655,21.298,2.268,1.914,1.6095,3.089,51.0875,39.786,156.854,5.508,2.784,152.059,4.182,-11.3015,1.08865050513605,0.954625915534224,1.23579587101928,1.29443903385651,1.25026706940391,0.76107755970869,1.92370504988013,1.5665,128.967146092115,0.418975777675727,89.2167841644653,0.99999,1e-05,"#D45E9BFF","sierras","newberryi_gemlakes","newberryi"
"132-001",132,27.3985,23.9765,27.6755,21.341,3.311,1.0205,2.057,3.1185,43.4175,27.7735,154.388,4.462,2.9895,162.1945,4.3315,-15.644,1.14264534245962,0.989966708824702,1.28377671530266,1.29678239242028,3.2465483717883,0.971470924325315,1.51628458796948,1.17825,130.337163815421,0.424170584229327,85.2858981259059,0.90983,0.09017,"#D058A3FF","sierras","hybrids_gemlakes","hybrid"
"132-002",132,26.3195,24.0145,26.425,20.892,3.1155,1.9205,1.988,3.02,47.385,43.951,156.378,5.613,2.701,156.2365,5.035,-3.4345,1.09595421388233,0.996049902354717,1.26053806837856,1.26614223298055,1.62606959908074,0.897383815714094,1.522269402952,1.18933333333333,110.50653382367,0.535764512401408,86.6149101556731,0.931975,0.068025,"#C3388DFF","sierras","hybrids_gemlakes","hybrid"
"132-003",132,27.7955,25.2995,23.4715,21.0995,2.7265,2.0485,2.1675,3.1745,45.621,40.8495,158.8775,5.0155,2.4315,155.501,4.775,-4.7715,1.09861793917566,1.18418320059595,1.31734767859082,1.11247244958797,1.33677176392435,0.955618938220527,1.46391657438169,1.3365,127.605067960171,0.43812892313661,88.4890339901155,0.94882,0.05118,"#D4599AFF","sierras","hybrids_gemlakes","hybrid"
"132-004",132,29.062,27.0985,31.492,22.6935,3.48,1.8835,1.882,2.66,76.065,63.0575,139.958,6.6335,2.981,143.977,5.363,-13.0075,1.07243245990737,0.922874738690412,1.28059113787182,1.38773225476073,1.95115457546627,0.80847618073665,1.41710034674626,0.7615,102.751995834323,0.47799073488138,77.0164218303664,0.784191,0.215809,"#A04C99FF","sierras","hybrids_gemlakes","hybrid"
"132-005",132,24.6285,21.9925,26.0515,21.543,3.472,1.39,1.654,2.9705,75.6895,43.8205,141.1275,4.328,2.5885,143.1825,4.8615,-31.8695,1.11992083574754,0.945600334710133,1.14326296629126,1.2093624645716,2.53999046821233,1.12680797417852,1.79672513596611,1.5935,109.312211656126,0.527640496513985,89.431549398701,0.925644,0.074356,"#C54486FF","sierras","hybrids_gemlakes","hybrid"
"132-006",132,32.4005,27.1485,31.0135,23.2615,4.017,2.0985,2.089,3.4185,55.588,55.588,151.883,6.719,3.065,152.53,6.1155,0,1.19365173170733,1.04487987783139,1.39289385534268,1.33328240835088,1.98872987227938,0.910076553342362,1.64175476149279,1.47475,130.825819880461,0.423347669724374,87.4234584421801,NA,NA,"#D559A0FF","sierras",NA,NA
