"newID","pop","blue_brightness","green_brightness","yellow_brightness","red_brightness","total_brightness","chroma","hue_radians","hue_degrees","modified_hue","rgb"
"132-043","132",0.246255155846065,0.152126370170217,0.124454980353216,0.477163493630501,123.677527404752,0.347108649240299,5.92465402963909,339.457670973496,69.457670973496,"#A86CB1FF"
"132-044","132",0.190861088851172,0.109931496466222,0.169135602529492,0.530071812153114,129.722341219771,0.420701653932326,6.2315212502823,357.039867587262,87.0398675872617,"#D15DA0FF"
"132-045","132",0.200574933835412,0.0958449834101129,0.167651569558526,0.535928513195949,124.607040298933,0.441313336648769,6.20851278278806,355.721579506778,85.7215795067777,"#CF539DFF"
"132-046","132",0.223441340162178,0.119867067901853,0.185720063879291,0.470971528056678,147.678391220808,0.353124958938081,6.17615977836979,353.867888899043,83.8678888990431,"#DE6CB1FF"
"132-047","132",0.243185137685944,0.153260650185739,0.170218236760766,0.433335975367552,156.007310179413,0.289424180756071,6.02832462872307,345.397558760601,75.3975587606008,"#D27FBFFF"
"132-048","132",0.180320677202149,0.0849397129026145,0.161714303119906,0.57302530677533,117.047787419469,0.488440113117841,6.24508262783083,357.816877285176,87.8168772851762,"#CC4993FF"
"132-049","132",0.218219727512544,0.125424123035447,0.187080526619289,0.46927562283272,150.142777264803,0.345258604157963,6.1928716342035,354.825407706146,84.8254077061458,"#DF70B2FF"
"132-050","132",0.192851784952896,0.0985546449451444,0.168841316434503,0.539752253667457,127.56555735061,0.441850464004237,6.22881781634483,356.884972232452,86.8849722324522,"#D2569CFF"
"132-051","132",0.23894716137189,0.145171931042861,0.153881324987062,0.461999582598187,144.264776785689,0.328048711794321,6.02087911029233,344.970961978232,74.9709619782325,"#C774B8FF"
"132-052","132",0.182062840323658,0.0862644938777833,0.161013420781307,0.570659245017251,119.482779791737,0.484851887687917,6.23975753476687,357.511771927097,87.5117719270968,"#CC4C93FF"
"132-053","132",0.219313895247263,0.121947256298282,0.129026279434253,0.529712569020202,113.202964715912,0.417641477619745,6.06528044669458,347.514971158822,77.5149711588223,"#AD5D9EFF"
"132-054","132",0.224039557695399,0.12995164874003,0.146111936095634,0.499896857468937,131.095405094656,0.37806371377014,6.07557410819567,348.104754518571,78.1047545185709,"#C066ACFF"
