newID	pop	avg_long_stamen_length	avg_short_stamen_length	avg_pistil_length	avg_floral_tube_length	avg_crease_to_top_height	avg_crease_to_bottom_height	avg_tube_height_at_base	avg_tube_height_at_inflection	avg_mouth_angle	avg_platform_angle	avg_upper_petal_angle	avg_tube_width_at_mouth	avg_tube_width_at_base	avg_lower_petal_angle	avg_tube_height_at_mouth	avg_mouth_constriction_angle	avg_stamen_length_ratio	avg_longstamen_pistil_ratio	avg_longstamen_tube_ratio	avg_pistil_tube_ratio	avg_floral_crease_ratio	avg_mouth_height_width_ratio	avg_throat_inflation_ratio	avg_nectary_area	total_brightness	chroma	modified_hue
132-037	132	28.3815	23.839	31.377000000000002	21.271	3.607	2.1790000000000003	2.6185	3.8175	49.661	35.8615	154.7955	6.6645	3.2745	155.544	5.785500000000001	-13.7995	1.1908419904649612	0.9047425980854336	1.3343056151452801	1.475241091946427	1.6666105435147482	0.8683296452236962	1.4607167361131261	1.68475	132.757866008045	0.379707372615808	77.7797308978732
132-038	132	27.548	24.0365	30.301000000000002	20.582	3.761	1.68	1.8094999999999999	3.1635	51.509	51.509	149.92849999999999	5.9225	3.4875	158.5625	5.441	0	1.134876822938123	0.9026212319790301	1.3265915438697873	1.4722312648807843	2.2384013039010737	0.9187254130314078	1.7475959482411016	1.52575	113.07557631157	0.457610130477921	81.0550786924895
132-039	132	27.296999999999997	22.808	30.9495	21.326	3.9795	1.4965000000000002	1.92	2.9295	82.48400000000001	41.959	147.4925	5.027	3.0605	130.0235	5.4755	-40.5245	1.1966227228907618	0.8819475585142218	1.2798089635774108	1.4510746234703646	2.730136450567188	1.091542762999511	1.5295528430350243	1.32725	120.298549188612	0.427824868126081	78.0713387978627
132-040	132	26.759500000000003	23.369	32.2465	24.3	4.443	1.0979999999999999	2.568	3.6895	41.069	30.168	148.7985	5.819	3.4945000000000004	170.13350000000003	5.541	-10.9005	1.1449957658971535	0.8303352641525859	1.1012753425456343	1.32660389142782	4.076442623442693	0.9552557341073984	1.4411428765844934	1.66925	106.841179891366	0.481672582425949	81.009758071138
132-041	132	26.1145	22.923000000000002	29.433	24.128500000000003	5.6005	1.9765000000000001	2.7199999999999998	4.4595	58.8585	31.572000000000003	144.862	7.580500000000001	3.0875000000000004	156.27949999999998	7.576499999999999	-27.2865	1.1392572933645644	0.8874129282076585	1.0824452029872458	1.2201698843150077	2.9198156277436347	1.0033141151149385	1.6429249184296046	1.11575	184.736501987934	0.182105778515838	72.8646844838576
132-042	132	27.679000000000002	22.021	31.0155	22.0515	5.1985	1.908	2.4215	4.0825	77.45	42.419	141.7665	5.5705	3.1005000000000003	140.784	7.106	-35.0305	1.2573519892409362	0.8925028743421729	1.2553546080281635	1.4065410319989922	2.7313731527093594	1.2821104085724158	1.6867872125477303	1.04025	152.120872299789	0.309693123235332	73.0095919683725
132-043	132	26.262999999999998	21.813499999999998	27.625500000000002	20.5885	4.644	1.7825	3.0955	4.7204999999999995	60.8245	28.604999999999997	144.637	6.862	2.9095	154.539	6.4254999999999995	-32.2195	1.2038761208437185	0.9506897329524684	1.2754906654635494	1.3416558836810193	2.7603166895930054	0.9360185261887921	1.524901974297687	0.8445	123.677527404752	0.347108649240299	69.457670973496
132-044	132	24.829	22.182000000000002	25.429000000000002	19.7345	3.4855	1.3805	1.9889999999999999	2.839	50.153999999999996	45.018	150.2335	4.856999999999999	2.4195	159.613	4.8655	-5.136	1.1193397649454502	0.9772031730085987	1.2607536925947231	1.2894517654725872	2.525428571428572	1.0022314085323873	1.4325159234291585	1.002	129.722341219771	0.420701653932326	87.0398675872617
132-045	132	26.174500000000002	22.7745	24.529	20.311	3.8155	1.649	2.1205	NA	56.266	31.284	149.474	6.156499999999999	2.9515000000000002	154.26049999999998	5.4645	-24.9825	1.1493300153453074	1.0672040572286763	1.2897927931014181	1.2090449460176549	2.3129271113629724	0.8871027573097259	NA	1.1235	124.607040298933	0.441313336648769	85.7215795067777
132-046	132	27.186	23.991	28.1575	21.552999999999997	4.0735	1.58	2.0095	3.1464999999999996	79.023	45.8785	146.591	5.73	3.4425	134.3865	5.654	-33.1445	1.133102114648139	0.9682736811077048	1.2613870803719403	1.305402850618631	2.8944391210418887	0.9879813620768871	1.5631756724864947	1.19475	147.678391220808	0.353124958938081	83.8678888990431
132-047	132	28.086	23.268	30.6475	21.774	3.9555	2.2325	2.1855	3.9764999999999997	57.626	41.1055	152.394	5.9125	2.9219999999999997	149.9805	6.1875	-16.5205	1.2069836887212106	0.9163364715797006	1.2898413710424697	1.407506998907717	2.05771853860678	1.0526413385889717	1.8192787168059805	0.8654999999999999	156.007310179413	0.289424180756071	75.3975587606008
132-048	132	25.768	21.8135	27.854	19.63	3.9125	1.9594999999999998	2.2245	3.5545	34.346000000000004	34.346000000000004	155.5285	5.89	2.8335	170.126	5.8715	0	1.181465334018125	0.9249780404322154	1.3131942185487988	1.419937160959046	2.004849824686956	0.9951726017665574	1.5983304380301373	1.5485	117.047787419469	0.488440113117841	87.8168772851762
132-049	132	27.355	23.9125	25.6415	20.804499999999997	3.623	2.0620000000000003	2.036	3.4475	42.9205	38.361999999999995	157.85399999999998	5.787	2.8890000000000002	159.2255	5.6850000000000005	-4.5585	1.143993953733165	1.0677023504559027	1.3149410027372115	1.2326921581364711	1.8102310136683482	0.9844272816585276	1.6967869729793978	1.24025	150.142777264803	0.345258604157963	84.8254077061458
132-050	132	25.4295	21.484	26.473	21.877	3.769	2.216	2.27	3.5515	50.696	50.696	145.0385	6.292	3.2385	164.2655	5.985	0	1.1837553300181285	0.9606715588171796	1.1624056149176738	1.2100368609641623	1.7165801249121984	0.9537971440552069	1.57026671659247	1.4092500000000001	127.56555735061	0.441850464004237	86.8849722324522
132-051	132	28.796	25.214	29.454500000000003	22.386	4.6080000000000005	1.8860000000000001	2.5445	4.0525	39.138	31.18	146.142	6.0695	3.4690000000000003	174.72050000000002	6.4935	-7.958	1.143538492765753	0.9786584407558366	1.2885525165457015	1.3163711321959055	2.6003218664031724	1.0701242612722746	1.6011452984949281	1.066	144.264776785689	0.328048711794321	74.9709619782325
132-052	132	25.7695	23.326	29.049	20.794	3.4225000000000003	2.209	1.9234999999999998	2.669	74.838	74.838	137.6415	5.2995	2.866	147.5205	5.6315	0	1.1057094794784623	0.8879047873562121	1.239277216782255	1.3966251788207706	1.5464948737672357	1.0657764133411494	1.4003389364660808	1.249	119.482779791737	0.484851887687917	87.5117719270968
132-053	132	24.813499999999998	21.1315	28.448	19.944000000000003	3.6470000000000002	1.5975000000000001	1.7469999999999999	3.0265	55.72	40.91	149.8895	5.134	3.3235	154.3905	5.244	-14.81	1.179888977587063	0.8723753822210463	1.2463204476286425	1.430636435426015	2.3304785358093234	1.0291098815034567	1.7613424182306199	1.2455	113.202964715912	0.417641477619745	77.5149711588223
132-054	132	26.310499999999998	22.572	26.8645	20.951999999999998	4.7395	1.022	1.716	3.38	79.589	41.398	131.8035	5.6875	2.7545	148.60750000000002	5.7615	-38.191	1.1662333204818371	0.9793789458633169	1.2558109668301114	1.282254903490192	5.368849618849619	1.0129058984558634	1.970882229843948	1.166	131.095405094656	0.37806371377014	78.1047545185709
132-055	132	26.101	23.2025	27.725	20.951	3.9995000000000003	1.521	2.091	3.5505	73.26650000000001	47.789500000000004	149.45100000000002	4.607	2.786	137.2825	5.52	-25.477	1.1249281642956719	0.9414236455079423	1.2458403164362655	1.3233768040300244	2.648191794979402	1.1981089248465948	1.7005139239977438	1.29825	126.621167151258	0.46021052514607	88.1911719312634
132-056	132	26.2135	22.482	29.1035	22.22	4.457	1.5615	2.106	4.1975	36.460499999999996	22.7035	156.551	6.202999999999999	3.6055	166.989	6.0184999999999995	-13.756999999999998	1.1664227915251966	0.9007247415374658	1.179788886130817	1.3099672024423747	2.8538803251925806	0.9702630557495016	2.0062534651714135	1.0385	165.281965956512	0.281310911204561	79.6758518398207
132-057	132	25.812	21.869500000000002	27.5865	20.9765	3.729	1.1025	1.797	2.963	36.171	33.5515	153.9305	5.0265	2.659	169.89800000000002	4.8309999999999995	-2.6195	1.180275401992768	0.9357291223957505	1.230627952536159	1.315138527695145	3.4717640956073863	0.9608433214618981	1.6554430043874402	1.35725	104.611798020326	0.481048474149508	81.9940064214017
132-058	132	25.8445	21.614	29.156	19.761499999999998	4.6370000000000005	1.6600000000000001	2.5789999999999997	3.5095	34.769499999999994	34.769499999999994	157.1445	6.6434999999999995	3.1675	168.086	6.297000000000001	0	1.1948489357766165	0.8857846197974082	1.3070383083911021	1.475020085528457	2.787227639865325	0.9463161264461473	1.3617215052571563	1.294	139.629240416905	0.306279172792455	76.4891927718738
132-059	132	25.097	22.201	24.4655	21.1905	3.3680000000000003	1.642	1.8285	3.2750000000000004	51.1955	51.1955	151.599	4.721	2.593	157.20600000000002	5.01	0	1.1304293669719692	1.025755850503383	1.1844855220216504	1.154577903110079	2.105886781360975	1.0689134264256765	1.7949643751203543	1.101	159.982448931905	0.290416497574732	87.3253957601364
132-060	132	26.096	23.286499999999997	26.753500000000003	21.548499999999997	2.8235	1.874	1.7455	2.6215	105.2385	73.8265	128.3275	5.7595	2.5525	126.434	4.697	-31.412	1.1206028780406243	0.9755529881172994	1.2112699990889804	1.2418335045892346	1.5424412184235956	0.8167653085194058	1.501782210262406	1.0473333333333334	92.9159386423009	0.55743123070187	85.1426997009557
132-061	132	28.4235	24.981	28.798000000000002	23.5135	4.2515	1.233	1.975	3.199	48.6625	39.042500000000004	147.906	5.904999999999999	3.1765	163.4315	5.484999999999999	-9.62	1.1383141368256788	0.9864058896657155	1.2081902195643337	1.2246973628115687	3.4380973326939293	0.9376390942683946	1.6187463782484817	1.1425	118.460071687163	0.454066679472119	81.348762128442
132-062	132	22.906	21.455	24.4025	21.003	4.682	1.171	1.733	3.2655000000000003	71.822	24.602	146.83749999999998	4.913	2.6935000000000002	141.3415	5.853	-47.218999999999994	1.0687762023120464	0.9388144733844179	1.0933766242920755	1.1650076294151184	4.912756014441408	1.1960875160939244	1.8838655673963134	0.9652499999999999	130.187984142175	0.386462883576355	80.385543233956
132-063	132	26.055	23.6785	27.2965	21.494999999999997	3.675	1.8689999999999998	1.9089999999999998	2.8655	71.979	60.137	145.74099999999999	5.8004999999999995	2.5695	142.27949999999998	5.5435	-11.8425	1.1004423049568697	0.9546344102969841	1.2121611861804142	1.2699364584701132	1.991154987445789	0.9578117757041453	1.5143395365650452	1.3587500000000001	129.401409291271	0.398372656207394	82.0966702271359
132-064	132	25.4205	22.491999999999997	25.7035	20.4095	4.1715	1.6745	1.681	2.9475	54.465	38.7215	148.5195	5.618	2.638	157.0155	5.846	-15.743500000000001	1.1305962710772626	0.9890724753522249	1.2474063257283379	1.2608587970254592	2.4908697665194213	1.019757920968316	1.7627314477859617	1.343	120.508324565859	0.440284829518599	85.3584038796175
132-065	132	24.736	22.603	21.9635	19.67	3.8585000000000003	1.003	1.7890000000000001	2.5860000000000003	55.575	35.1295	153.507	5.4655000000000005	2.6470000000000002	150.91750000000002	4.8615	-20.4455	1.0947104329961412	1.1263735516993534	1.2591619831599279	1.1177423152244093	3.982188553431264	0.8902717955498789	1.4444626732958459	0.71675	116.680953307205	0.495731100579739	88.1987665767339
132-066	132	26.2885	23.2375	31.249499999999998	20.5995	4.0725	1.74	2.056	3.717	66.6095	48.1735	143.7505	5.7395	2.987	149.64	5.8125	-18.436	1.131801239149708	0.8416325804673175	1.2773985239660919	1.5193731030770605	2.3945239386952393	1.0254162702188392	1.8012507603406327	1.05125	119.252023112772	0.437974265885913	79.1922998023267
132-067	132	23.4745	20.069499999999998	27.801000000000002	19.4625	3.684	1.6625	2.3785	3.6	39.214	33.3655	159.3675	5.6955	3.027	161.41899999999998	5.3469999999999995	-5.8485	1.1688454366557797	0.8438503810843716	1.2055331476946556	1.4286916719346303	2.2159400254133286	0.940143103289445	1.5180344720325256	1.26975	139.770513265654	0.326279800951245	79.9555585230863
132-068	132	28.703000000000003	24.215000000000003	27.630000000000003	22.326999999999998	4.2524999999999995	1.7435	2.2275	3.636	49.866	49.866	137.412	6.715	2.792	172.722	5.996	0	1.1853335291310378	1.038882803343276	1.2858070836926063	1.2378072710804702	2.4359633737001447	0.8923667210230888	1.6298489268627048	0.9685	146.239955417864	0.323003183925862	77.1529548889731
132-069	132	24.841	22.9135	28.4165	21.283	3.402	1.854	1.8159999999999998	3.0735	58.039	35.3555	153.5865	5.9254999999999995	2.9459999999999997	148.3745	5.2555	-22.683500000000002	1.0840670040248643	0.8742017997304146	1.1671740876582406	1.335173856338494	1.839780646183085	0.8925509607369629	1.6921091178114802	1.02225	107.362765269496	0.506044471859248	80.8395023574764
132-070	132	23.083	20.3035	24.8385	17.7485	4.3629999999999995	1.3215	1.7134999999999998	3.2035	81.413	45.328500000000005	144.8315	5.298500000000001	2.5765000000000002	133.7555	5.6845	-36.084500000000006	1.1380861233323336	0.9283459084735562	1.299592659922584	1.402335772628212	3.4373792998583625	1.078551546632091	1.8804584184505462	0.95125	133.341288526253	0.421562290007433	85.8048459945487
132-071	132	24.200499999999998	20.352	26.3395	18.5155	3.403	1.572	2.187	3.0484999999999998	42.4095	37.885000000000005	147.412	5.6925	3.1710000000000003	170.17849999999999	4.9745	-4.5245	1.1892180689442213	0.9189462449816029	1.3070413907113227	1.4225784157253312	2.1972648319492114	0.8803272105494961	1.392653542750128	0.857	135.714228536078	0.397471263445498	87.1943941793178
132-072	132	25.7135	22.42	27.311500000000002	20.607999999999997	5.096	0.8225	2.4610000000000003	3.3945	54.0565	28.149	149.66649999999998	6.3285	2.9375	156.277	5.918	-25.907999999999998	1.1469602631580629	0.9415230146785978	1.2477552434400558	1.325308862709421	6.332409314232442	0.9349014607501734	1.3802852072957772	1.30925	150.358917718363	0.307342116716884	80.215049480872
132-073	132	26.83	23.4925	27.369500000000002	21.613500000000002	3.1315	2.1035	2.2815	2.928	47.185	36.2255	157.292	5.2575	3.1494999999999997	155.5235	5.234999999999999	-10.959	1.1420835273845054	0.9807075390003361	1.249088917552157	1.2721786980268877	1.642476011772871	1.0036462073285146	1.2835836366592965	1.3855	114.663410426866	0.438915339278161	78.8793162397637
132-074	132	23.228499999999997	20.490000000000002	24.459000000000003	18.813	4.0615000000000006	2.39	2.151	3.129	69.2795	69.2795	140.9345	5.5329999999999995	3.1845	149.7865	6.451499999999999	0	1.1335800941447025	0.9498299053345773	1.2356256509838426	1.3012178948968838	1.6985610168123562	1.16627448578059	1.4599646420013552	1.3743333333333334	168.2583535176	0.265863227939849	86.5802345949434
132-075	132	22.8445	18.6565	32.8525	23.971	5.8065	1.3125	2.6195000000000004	4.104	71.3175	40.676500000000004	132.55349999999999	6.083	3.8005	156.129	7.1185	-30.6405	1.2243605267949031	0.6953916589252837	0.9531805627854251	1.3716408549876438	5.157154942409058	1.1702681591083575	1.612280738078777	1.1444999999999999	134.027427012058	0.30835469046129	66.8908101216055
132-076	132	26.936999999999998	23.793	27.262999999999998	20.043999999999997	4.349	1.5405	1.874	2.996	48.408500000000004	39.045500000000004	156.5725	5.672000000000001	3.0645	155.019	5.889	-9.363	1.1319597609547163	0.9878193271601489	1.3435766491346897	1.3602872244831397	2.8606719602556208	1.0394512125467203	1.5998418725570278	1.2733333333333332	138.922863758507	0.388590457163394	88.78833065317
132-077	132	26.817	24.555500000000002	30.0565	23.244	4.684	1.4929999999999999	2.5490000000000004	3.7475	73.743	38.211	141.3315	7.2295	3.282	144.9255	6.177	-35.532	1.0921175000815633	0.8924246552377164	1.153733386828733	1.2930538229249107	3.1458466794789666	0.8563024295619555	1.4694754394694634	1.0476666666666667	132.902729716524	0.394653367045897	82.6265144619493
132-078	132	26.5845	23.262999999999998	24.109499999999997	19.395	4.0415	1.5055	2.0825	3.209	60.855500000000006	39.2455	153.10399999999998	5.5125	3.0324999999999998	146.0405	5.547000000000001	-21.6105	1.1427818522828934	1.1035415111388196	1.371250096471043	1.2441110037468883	2.93784428524848	1.0085220430180826	1.546275958791334	1.16275	177.615820961265	0.238129907916402	84.4315167015365
132-079	132	25.0775	22.1565	26.562	21.1095	3.9635	1.5939999999999999	2.3325	3.439	43.233000000000004	28.6035	160.8475	6.128	2.9305000000000003	155.9195	5.5575	-14.6295	1.1323810344656358	0.9514720277087568	1.18797785572156	1.2478624447993987	2.6478777109130363	0.9081530063800742	1.4749241983571284	1.0255	133.6095158459	0.347720773534691	78.0933406816616
132-080	132	24.2255	19.2145	29.5435	20.5985	5.9	2.333	3.7205000000000004	4.236	76.781	41.927499999999995	138.70800000000003	7.7780000000000005	4.3759999999999994	144.51100000000002	8.233	-34.8535	1.2607544098922778	0.821043567970583	1.1765770316233106	1.4365133344074046	2.5633246545829627	1.0585628911256433	1.1396786586485559	1.2055	188.732841146395	0.157254851064581	59.4188742950037
132-081	132	25.144	22.775	27.2625	20.3185	3.467	1.5855000000000001	2.1405000000000003	3.2510000000000003	54.935	38.41	148.277	5.064	2.4379999999999997	156.7875	5.0525	-16.5255	1.104020413325303	0.9226004788661857	1.237881216522171	1.3417430037551181	2.18558743142224	0.9974063499600159	1.5243066650506298	1.2555	123.954611292948	0.402710552891439	78.9070387024792
132-082	132	24.6205	21.003999999999998	22.0905	18.3905	3.279	1.8090000000000002	2.1574999999999998	3.3765	43.745000000000005	43.745000000000005	153.19650000000001	5.4085	2.8105	163.05849999999998	5.0875	0	1.1721652068189352	1.1170509066083651	1.339855859624871	1.200677824490087	1.8194676792134419	0.9426638537623535	1.5649905602331886	1.3426666666666667	112.32880065693	0.524050522401023	89.2290716330448
132-083	132	25.2135	21.5465	24.958	20.317500000000003	2.7095000000000002	1.8900000000000001	2.0175	3.2895	50.9515	40.6445	154.364	5.919499999999999	2.7085	154.6845	4.5995	-10.307	1.1701130889387836	1.0101218163953307	1.240837531121115	1.2287082545795762	1.4966129126376888	0.7816527337772776	1.6363220275671253	1.298	125.086565680882	0.451067434631804	87.3508129418205
132-084	132	28.4655	25.7815	30.619500000000002	25.6385	4.5835	2.7455	2.552	3.6535	36.7515	30.067999999999998	148.92000000000002	7.037	2.9539999999999997	174.32799999999997	7.329	-6.6835	1.1041613560092256	0.9297654697242814	1.1103656562226827	1.1946974763072031	1.7478071930359995	1.0421076250210037	1.4311404995835575	0.8953333333333333	164.396014201306	0.220186094258853	67.4688557365997
132-085	132	26.7235	23.156	25.3355	20.024	3.1195	2.1585	1.786	3.1355000000000004	37.707499999999996	37.707499999999996	153.4155	4.8045	2.5925000000000002	168.877	5.278499999999999	0	1.154044448557344	1.0547496576872066	1.3350964216432009	1.2656869515732918	1.4728711451269645	1.1000219498218233	1.7565215576610043	1.2702499999999999	104.191514071582	0.571822940654676	89.8953221295175
132-086	132	24.368000000000002	21.896	25.6055	20.920499999999997	2.8259999999999996	2.218	1.932	2.7405	67.5025	60.9015	143.013	4.422	2.284	149.4845	5.044499999999999	-6.6015	1.1139405736588757	0.9517356531137189	1.1655627610616506	1.224124430756378	1.287940771758929	1.1461637723284546	1.4204867298826418	1.0886666666666667	136.510907372115	0.356219145565775	79.2851447901153
132-087	132	25.244500000000002	23.0655	27.75	20.7155	3.407	1.8900000000000001	1.9635	2.888	65.957	50.013	142.673	5.6465	2.984	151.37	5.297	-15.9435	1.0940014482382843	0.9093321947016142	1.2180796459970562	1.3395034966421506	1.8039267616575736	0.9380357965192245	1.4645114129409547	1.8127499999999999	109.030408420638	0.45650405002422	79.0302590779404
132-088	132	24.2395	21.531	26.122500000000002	20.323999999999998	2.7575000000000003	1.7854999999999999	1.7585	3.675	44.942499999999995	44.942499999999995	164.65949999999998	4.414	2.737	150.3985	4.542999999999999	0	1.1262790575475026	0.9283576503083741	1.1926608194400905	1.2854093621676927	1.544166380626494	1.0303149351549719	2.0895642712139666	1.06875	132.56697365154	0.411434498695639	86.2195326371969
132-089	132	26.715	23.089	28.2875	23.866	4.0925	1.7654999999999998	2.5905	4.679	83.7755	42.682500000000005	137.876	6.29	2.7255000000000003	138.34949999999998	5.8575	-41.0925	1.1569619952936872	0.9444141455278235	1.1192970405380456	1.1856580156546155	2.320910208232813	0.9329354043227389	1.8210395237435901	0.9617499999999999	135.620590763497	0.410308825038661	86.290259937641
132-090	132	25.247500000000002	21.323	25.383000000000003	20.987000000000002	3.279	1.792	1.5555	3.526	65.577	56.545500000000004	140.417	5.6205	2.9055	154.006	5.0715	-9.0315	1.184262961248053	0.9954180871974976	1.2030065415586781	1.2094456514110639	1.8460419431441293	0.9047995873542187	2.2668126990645256	1.8885	111.267382066215	0.530622315837356	88.3872401003088
132-091	132	23.922	19.881500000000003	29.793	24.0445	4.102	1.8860000000000001	2.8845	4.1455	55.974	39.189	143.10750000000002	8.665	2.9059999999999997	160.91899999999998	5.9875	-16.7845	1.2030302677908065	0.8029415954966688	0.9953739350635	1.2396587658313867	2.3003375647791566	0.6909116214891531	1.4396348363645808	0.8893333333333333	126.18424633571	0.326305006831808	68.1613997571371
132-092	132	26.137500000000003	23.5815	27.0915	21.9315	3.227	2.0315000000000003	1.7719999999999998	3.1565000000000003	51.702	38.546499999999995	147.2265	5.594	2.5755	161.07150000000001	5.2585	-13.1555	1.1084059372686548	0.9652295670327227	1.192045103004962	1.235158198503639	1.5939190199585562	0.9418192215559373	1.785346269977114	1.11025	97.731777065506	0.53369505137463	84.00928164177
132-093	132	30.363	26.014	32.86	24.5585	3.69	2.8575	2.788	4.073	37.3655	37.3655	142.9835	7.103	2.9690000000000003	179.651	6.547499999999999	0	1.1671771533571649	0.9240408025765068	1.2373853752117752	1.3394361713654201	1.3269750989111078	0.9224083813099728	1.45928156751999	1.23325	115.907045458428	0.383535268103969	83.6321274446551
132-094	132	27.484	22.639499999999998	30.0565	23.194499999999998	3.7785	2.5465	2.1785	3.1405	70.3995	70.3995	132.7265	5.687	3.018	156.87400000000002	6.325	0	1.2142234791975346	0.9147549672181493	1.1851420134289092	1.2962876228306537	1.5779098946744963	1.1111154565436872	1.4493650122089274	1.3173333333333335	135.758136473864	0.366474638795674	81.564107467546
132-095	132	30.0265	26.1865	30.366	23.0075	4.5	2.4995	2.387	3.7965	43.233	43.233	151.531	7.095000000000001	3.2175000000000002	165.236	6.9995	0	1.146467693038224	0.9887772288034258	1.3050045392437908	1.3198152637666145	1.837192400867015	0.9863623326388584	1.5960704407456507	1.512	117.979164061579	0.484001537043717	86.5977348407625
132-096	132	32.32	28.761	32.562	29.4675	4.3105	2.0305	2.19	3.2279999999999998	78.4325	64.6165	133.184	6.3305	3.112	148.3835	6.340999999999999	-13.816	1.1237916082948347	0.9925689890500909	1.0967980017727137	1.1050098283526308	2.2980876553125964	1.0029150027642462	1.4748342869196087	0.9984999999999999	144.721345101259	0.293925887882286	73.998806866088
132-097	132	29.115	24.1615	29.274	23.7565	4.162	2.0095	2.8600000000000003	3.7584999999999997	25.775	25.775	151.96949999999998	6.1405	3.3695	182.25549999999998	6.1715	0	1.2048754938927542	0.9948775100257182	1.2260890109199902	1.2322939246032396	2.1209948790041175	1.0079031571983232	1.3098100474024617	1.5474999999999999	122.075842388119	0.410989096676866	80.0563598310286
132-098	132	28.514000000000003	24.1005	29.085	25.624000000000002	5.6055	3.0275	2.7560000000000002	4.6405	52.164500000000004	48.546	146.5635	7.939	3.7695	161.272	8.633	-3.6185	1.1831634595013578	0.980401583309217	1.114077931912747	1.136581536700553	1.866554099531327	1.0876123137102276	1.69517581782404	1.75075	126.938776197751	0.325351970250453	71.4579394788093
132-099	132	29.3425	25.0435	30.235500000000002	23.197000000000003	5.2875	1.9949999999999999	2.3525	4.5335	84.054	49.818	135.317	7.25	3.14	140.6295	7.282	-34.2355	1.1720687903217861	0.9709837939554762	1.2664179784460656	1.3039559162141554	2.6575612165370748	1.0050924621443948	1.925449063904031	1.9025	111.237238724575	0.44245447163283	78.1593358680212
132-100	132	25.951999999999998	24.151	29.7655	21.137999999999998	3.1025	2.311	1.729	3.2190000000000003	61.8905	61.8905	155.6415	5.4	2.669	142.4685	5.414	0	1.0747480752127232	0.871969600861118	1.227779069356079	1.4082086607154585	1.400513251781506	1.0029027794205545	1.8627122993178253	1.26225	120.083659347082	0.474909903619081	89.0119223033886
132-101	132	32.066	25.363	35.3675	29.336	6.05	3.3169999999999997	3.5140000000000002	4.5905000000000005	76.62899999999999	52.084	125.364	8.1185	4.0695	158.008	9.367	-24.545	1.2648158169479045	0.9063310845799706	1.0938823504832875	1.2062221648767721	1.94991703233543	1.1536392410106442	1.3163752946014773	1.49125	168.670520887233	0.192550073586361	58.9976711652644
132-102	132	29.7575	25.5505	32.074	26.119500000000002	5.387499999999999	2.7925	2.7874999999999996	4.252	82.543	82.543	125.248	7.827	3.252	152.209	8.18	0	1.1655225088867671	0.9277893206065491	1.1393049036978815	1.227973358166258	2.0615784814750664	1.0484720352831132	1.5254153743195067	1.7610000000000001	150.01828583172	0.29547566434215	72.6561045950165
132-103	132	30.78	26.319	35.2125	29.9095	4.495	2.7135	3.154	4.3565	52.4695	42.019	140.166	6.952	2.9960000000000004	167.3645	7.2085	-10.4505	1.1698559463047387	0.8746861103502528	1.0291219964510974	1.1769233224887534	1.6742979857227103	1.0409236831104256	1.3805355199246225	1.27875	151.514921973893	0.243353862643009	66.6167518089095
132-104	132	29.727	25.859	32.065	24.039	7.313	1.545	2.712	5.541	34.027	24.334	147.214	8.344	5.17	178.759	8.858	-9.693	1.1495804168761359	0.92708560736005	1.236615499812804	1.3338741212196845	4.733333333333333	1.061601150527325	2.043141592920354	1.067	161.932328342171	0.198080304054464	54.0399815882633
132-105	132	27.0955	22.308	33.0135	26.854	5.7	1.951	3.9885	5.646000000000001	49.7775	30.0255	155.506	7.390499999999999	4.4305	154.71699999999998	7.65	-19.7515	1.228169266630805	0.8212145282880454	1.0093837598808455	1.230815000481892	2.9220655676031266	1.0443339786592494	1.4161111548899767	1.463	120.059670489903	0.38937080121919	71.9713917283
132-106	132	31.808	25.347	29.934	27.236	5.758	3.509	3.631	6.404	82.606	48.717	129.239	8.047	3.643	148.155	9.267	-33.889	1.2549019607843137	1.0626043963386116	1.1678660596269643	1.0990600675576443	1.640923339982901	1.151609295389586	1.7637014596529883	1.3094999999999999	121.243354233301	0.333041259508656	71.0939469418151
132-107	132	29.014499999999998	25.826999999999998	30.987	25.1585	4.9435	2.1310000000000002	2.8055	4.8785	70.188	49.33	145.868	6.6370000000000005	2.9160000000000004	143.9445	7.074	-20.8575	1.1240410460021892	0.9012489108335754	1.153264036610682	1.2795028491204887	2.3119473675845494	1.0681065760443254	1.7340455914723767	1.08175	130.21425455152	0.379742648545609	75.9277568964751
132-108	132	27.358	23.609	31.084000000000003	23.875500000000002	4.2	2.2655000000000003	2.3845	4.083	70.413	45.7585	138.6125	5.7135	2.8594999999999997	150.9755	6.4655000000000005	-24.6535	1.1588927513545841	0.8798737157223049	1.1465092626302822	1.3037114130792355	1.8932159653927303	1.1315145056413731	1.729137749737119	0.9675	126.087120973562	0.371053611386645	78.7514539117276
132-109	132	29.5245	24.7515	33.344	25.182000000000002	4.8505	2.2255000000000003	2.408	3.7314999999999996	60.704499999999996	46.5525	141.95850000000002	7.189500000000001	2.989	157.337	7.0760000000000005	-14.152	1.1927294048153847	0.885373393274413	1.172345542898063	1.3241270478975937	2.339622600998227	0.9994008411619746	1.5486379416492206	1.28975	128.929210388337	0.369400331301467	78.8762915450612
132-110	132	32.0255	30.130000000000003	35.408500000000004	29.884999999999998	5.0535	2.4485	2.34	3.126	82.0565	53.60850000000001	125.6395	6.552	2.488	152.304	7.502	-28.448	1.0650137565457265	0.9045699112677513	1.071887512615425	1.1852069291086291	2.222060953323889	1.1475316986883555	1.3327323233071686	1.1340000000000001	111.532022452007	0.364855294924268	71.6136515451166
