newID	pop	avg_long_stamen_length	avg_short_stamen_length	avg_pistil_length	avg_floral_tube_length	avg_crease_to_top_height	avg_crease_to_bottom_height	avg_tube_height_at_base	avg_tube_height_at_inflection	avg_mouth_angle	avg_platform_angle	avg_upper_petal_angle	avg_tube_width_at_mouth	avg_tube_width_at_base	avg_lower_petal_angle	avg_tube_height_at_mouth	avg_mouth_constriction_angle	avg_stamen_length_ratio	avg_longstamen_pistil_ratio	avg_longstamen_tube_ratio	avg_pistil_tube_ratio	avg_floral_crease_ratio	avg_mouth_height_width_ratio	avg_throat_inflation_ratio	avg_nectary_area	total_brightness	chroma	modified_hue
129-080	129	26.228	22.291	26.035	20.657	3.269	1.845	1.688	2.2095	71.7715	62.986000000000004	141.971	5.8835	2.976	146.25799999999998	5.114	-8.785	1.1766183661567449	1.007413097753025	1.2873901732685418	1.2779168507338143	1.8725217064461568	0.870051765597792	1.2985646920766287	1.131	113.586236195803	0.51465293735555	86.9209605474385
129-081	129	24.1595	20.977	28.796	22.7115	5.135999999999999	2.4234999999999998	3.894	4.947	56.894999999999996	44.903999999999996	146.26049999999998	7.547499999999999	3.6719999999999997	156.845	7.5600000000000005	-11.991	1.1520360954007185	0.8389749628599004	1.0641378375996124	1.2683257520090323	2.14198275175599	1.0034747504644694	1.2751264016509172	0.899	132.334276619986	0.336287796691498	71.5429664740038
129-082	129	26.750500000000002	22.9535	28.817	19.904	3.6340000000000003	1.6400000000000001	2.1174999999999997	3.6405000000000003	70.209	56.0895	142.1135	4.545	3.4285	147.6775	5.274	-14.119499999999999	1.1653259568650154	0.9283193292869563	1.343838255315251	1.4478999910013002	2.2192487337538225	1.1682215100507025	1.7190309450794536	1.1656666666666666	130.638759518684	0.418590580290279	86.0847247701017
129-083	129	25.4225	21.378	30.3925	22.180999999999997	5.337	1.9015	3.217	4.8925	78.785	46.6225	134.348	6.3025	3.739	146.8675	7.239	-32.163	1.1889809095391448	0.8363458680709426	1.1462480667625572	1.3711776666063114	2.8162409890706144	1.1489999256293046	1.5203678579435205	1.2085	153.054725086831	0.292966346001205	70.130567629733
129-084	129	25.8115	22.0885	25.4065	21.53	2.683	1.7054999999999998	1.774	2.8835	60.130500000000005	43.3585	152.7135	5.2275	2.5235000000000003	147.15550000000002	4.388999999999999	-16.7725	1.1686500969601996	1.0159486994175033	1.1990486330222372	1.1801906026065698	1.5745400671296168	0.8396915260782944	1.6404394695755782	1.2795	126.001009902115	0.448441129869947	87.4529027991447
129-085	129	26.655	23.855	28.0125	19.872999999999998	3.001	1.84	2.3970000000000002	3.6855	53.03	53.03	152.94150000000002	7.5565	3.141	154.0285	4.8405000000000005	0	1.1174201683636387	0.9531911436802315	1.341632857712788	1.410807175912867	1.631468012608755	0.6396027047888067	1.5406845883369416	1.8512499999999998	116.545046471113	0.449262803704497	88.1221166693101
129-086	129	27.338	24.0935	32.687	21.972	3.443	2.4325	2.3970000000000002	3.98	56.882999999999996	56.882999999999996	150.839	6.1775	3.8644999999999996	152.2785	5.876	0	1.1351365280792876	0.8363596447243831	1.2481921099493996	1.4923575317923792	1.7709695500393174	0.9517627517727909	1.692404848322926	1.66175	137.995796257973	0.374995396585052	85.2919689351631
129-087	129	26.291	22.548000000000002	26.5725	22.826999999999998	3.221	1.5675000000000001	1.961	3.505	50.66	44.5505	148.648	4.855	3.0620000000000003	160.692	4.789	-6.11	1.1662449835315498	0.9896719280734585	1.152602520568661	1.165721113393316	2.312549881346544	0.9877873572066779	1.7879400536995629	1.33275	128.434069737817	0.454754843874126	87.3184794878514
129-088	129	24.61	20.811999999999998	27.555500000000002	19.5935	3.7840000000000003	1.9765000000000001	2.4555	3.6849999999999996	52.1875	52.1875	154.8395	5.8185	3.4405	152.9735	5.7605	0	1.1824679984484097	0.8936316012300274	1.2561217222219083	1.4062632420003842	2.021670597123917	0.9902340733727912	1.508126086734896	1.1007500000000001	129.820037499321	0.43144201386336	87.5657316446487
129-089	129	26.122	22.401	30.682499999999997	21.897	4.011	1.8105	2.3920000000000003	3.8055000000000003	47.4025	41.1375	163.6635	5.801	3.401	148.934	5.821	-6.265	1.1662916335957891	0.8514301613786002	1.1934058124699987	1.4013745956247292	2.340086607159778	1.0053980445395598	1.591795813155834	1.30225	142.481506248341	0.381652300315105	83.8214124191429
129-090	129	30.56	27.986	34.021	25.526	4.778	1.682	2.434	3.463	84.164	46.441	149.726	6.452	3.159	126.11	6.46	-37.723	1.0919745587079253	0.8982687163810587	1.1972106871425212	1.3327979315208023	2.840665873959572	1.0012399256044637	1.422760887428102	1.016	116.185202286059	0.438280410002968	76.9259114003386
129-091	129	25.8965	22.9405	28.6605	20.708	3.5460000000000003	1.758	2.0805	3.7245	57.2745	43.1365	153.81150000000002	5.314500000000001	2.9295	148.91500000000002	5.304	-14.138	1.1287453633274263	0.9034884654402908	1.2505945468750332	1.3840679766830655	2.0192404177119188	0.997996252511149	1.7883458984024414	1.1433333333333333	147.843892744762	0.338744148826294	83.3365390661013
129-092	129	25.427500000000002	21.714	23.068	18.2035	3.5715000000000003	2.5845	2.393	3.9855	50.503	50.503	156.8445	5.4505	2.872	152.65300000000002	6.156000000000001	0	1.1710283513858268	1.1041884239630528	1.3984716434311388	1.2707156472232026	1.4071199048377172	1.1401882480797836	1.6643778763689367	1.20625	130.335217305909	0.433732432470949	86.6065109927228
129-093	129	27.7075	23.8805	29.6565	22.076	3.201	1.8225	2.831	3.433	42.430499999999995	28.503	161.5885	6.4295	3.715	155.981	5.024	-13.927	1.1602581330547173	0.9352077693091752	1.2553741100523828	1.3431007570615023	1.757159584329414	0.7814006362800997	1.2122371669383636	1.45425	134.278636228327	0.412277195448839	87.9465832156263
129-094	129	27.0255	24.234	27.258	20.401	2.896	2.16	2.1775	3.4965	59.432500000000005	53.855999999999995	151.3625	5.9565	3.51	149.205	5.0555	-5.5765	1.1147962940655194	0.9911145670106347	1.3245772546648336	1.336027429693182	1.536514596695087	0.8486620654170306	1.6056869776929656	1.3832499999999999	144.443916456458	0.316775507558605	76.2935727599414
129-095	129	29.1355	25.244999999999997	29.741	22.9775	2.774	1.9365	2.2800000000000002	3.6325	53.623	46.2675	156.08350000000002	5.8545	3.111	150.29399999999998	4.7105	-7.3555	1.154121084110356	0.9796941590749609	1.2679786569538123	1.294367726821143	1.4473965699025626	0.8045917380316484	1.5921653147921666	1.66175	126.833732898063	0.452770751316678	87.3467392411093
129-096	129	27.3565	23.241500000000002	28.750500000000002	21.386499999999998	2.7165	1.6825	2.374	3.2720000000000002	56.9125	56.9125	155.05200000000002	5.473	2.919	148.0355	4.3985	0	1.1776296481410613	0.9515462652206421	1.2795205788099708	1.3445874374229074	1.6209629194009867	0.8039031695066174	1.3742892790811618	1.3155000000000001	139.394365193506	0.332566743178999	74.7587910628977
129-097	129	25.2155	22.79	26.242	19.712	3.6275	1.6145	2.3735	3.801	66.4955	45.542500000000004	142.368	6.381	2.9364999999999997	151.1365	5.2415	-20.953	1.1065763794357917	0.9611871198766109	1.2791717025314555	1.3310308255930492	2.3077818750907837	0.8215035099925296	1.6032473502631954	0.989	132.463186965288	0.422284180629279	87.7346586898753
129-098	129	27.823999999999998	23.229	28.519	22.055	4.8365	1.9	2.4075	3.988	77.715	53.407	152.0985	5.3715	3.341	130.18599999999998	6.7364999999999995	-24.308500000000002	1.1977362600731438	0.9767211402176266	1.2626433447106566	1.2928790556491812	2.5627095786353085	1.2562306858511512	1.659576994107818	1.29875	129.671192349367	0.426715154742258	85.6267292692526
129-099	129	27.988999999999997	23.907	28.619	21.8515	4.5045	1.8279999999999998	2.502	3.7455	55.4915	49.9945	151.757	5.0634999999999994	3.3015	152.7515	6.333	-5.497	1.170848690571114	0.9780033767132215	1.2808975342935622	1.3097056099118116	2.493440666239219	1.2535691780055709	1.498277583433098	1.716	106.043522019639	0.455404495287205	79.1987107342082
129-100	129	27.6325	23.799500000000002	30.567	22.822	4.321	1.5635	2.3274999999999997	3.659	63.647	46.4855	143.4895	6	2.816	152.8635	5.885	-17.1615	1.1621821239627492	0.9039635135715063	1.210753752963806	1.3394375878180085	2.855392156862745	0.9808242626939885	1.5755708843077918	0.733	146.426476591785	0.315818311347411	79.9290786344386
129-101	129	25.335500000000003	23.41	28.5255	20.905	3.9965	2.255	2.6029999999999998	4.204000000000001	45.9655	45.9655	159.844	6.034	3.5025000000000004	154.191	6.2515	0	1.0823489249063316	0.8884024843729059	1.2119559477505188	1.364601464163623	1.8356461031308673	1.0361429017356933	1.6146356335075445	1.19975	151.052092625467	0.333969555515801	86.4989850480752
129-102	129	24.972	21.9565	28.918	20.7705	3.5175	2.2995	2.3920000000000003	3.7595	35.512	35.512	160.46800000000002	4.783	3.432	164.0205	5.817	0	1.1372441671720868	0.8643117356649921	1.2030911078772644	1.392060446574559	1.576134605239159	1.3320091992473344	1.5704173824521217	1.09	140.626610439359	0.369537720708381	83.6691631314019
129-103	129	26.7905	22.863	29.6175	21.6635	3.5385	2.072	2.4604999999999997	4.053	67.506	67.506	136.902	6.8425	3.4314999999999998	155.59199999999998	5.61	0	1.17253694752642	0.90456917973584	1.2368685434291868	1.367334926823975	1.7091418920068948	0.8199417420203433	1.650143813553886	1.4965	133.288167183597	0.414711464296802	86.7826237141814
129-104	129	28.3185	24.146	27.683	21.9035	4.1530000000000005	1.4649999999999999	2.297	3.436	69.2095	46.099999999999994	147.997	6.4879999999999995	3.3175	142.7935	5.618	-23.109499999999997	1.1727633574461989	1.022925222703548	1.2930530912668554	1.2642498187387252	2.880895396046883	0.8733379576483449	1.4964652809361203	1.44625	124.387832219065	0.44266225001043	88.9436604610239
129-105	129	27.65	22.722	28.8995	22.353499999999997	4.0555	1.8130000000000002	2.37	3.3535	38.454	38.454	155.333	5.9005	3.595	166.214	5.8685	0	1.2171582897213296	0.9567883563457646	1.2373659935974826	1.293141073712631	2.3182565464524876	0.9957254333317869	1.415367314524049	1.2582499999999999	144.370902037747	0.370597566405189	84.6989281805426
129-106	129	25.833	21.621	33.369	25.741	5.069	2.386	2.93	4.693	50.849	32.797	150.548	7.423	3.321	158.603	7.455	-18.052	1.1948106008047732	0.7741616470376697	1.0035740647216502	1.2963365836603085	2.1244761106454315	1.0043109255018188	1.601706484641638	0.9365	151.132489938286	0.301311346163789	68.5360209336716
129-107	129	25.0845	20.613500000000002	26.066499999999998	20.189	3.6055	2.366	2.3935000000000004	3.3025	73.279	73.279	147.9115	5.542	2.9775	138.8095	5.9719999999999995	0	1.2168688470928521	0.9628207132943315	1.242994599627012	1.2910450296239773	1.5866137901814659	1.0806342569963538	1.3803294151792191	0.8362499999999999	136.362554273834	0.333400001913316	73.7037107865932
129-108	129	26.451	21.352	31.598	23.308	6.277	2.364	2.204	3.393	78.769	39.948	142.675	5.797	4.078	138.556	8.641	-38.821	1.238806669164481	0.8371099436673207	1.1348464046679252	1.3556718723185173	2.6552453468697124	1.490598585475246	1.539473684210526	0.609	123.584887154781	0.330799781063994	63.6354476517768
129-109	129	28.4095	24.307	35.3505	25.319499999999998	6.134499999999999	1.1235	3.5585	4.6235	71.50450000000001	35.5535	140.4885	7.109	4.7095	148.0065	7.258	-35.95099999999999	1.1710913811709158	0.8043925448112494	1.1219058407346856	1.396614417623081	5.734351655889513	1.0204620422786181	1.2984100255272002	1.54875	121.218382343432	0.390945622914618	78.5545440320013
129-110	129	32.230000000000004	26.038	34.575	26.704	4.4670000000000005	2.4295	3.0855	4.0225	59.351	50.478	143.9905	7.963	3.5185000000000004	156.6585	6.896	-8.8735	1.2378465181876788	0.9323824271891881	1.2069301429699177	1.2947233417200663	1.8622863697300889	0.8669087111302014	1.3034593075688967	1.07575	141.632847273326	0.3358183041287	75.6195370271059
129-111	129	26.857	22.0045	33.1455	26.653	6.1115	3.1465000000000005	3.6109999999999998	5.3525	81.085	35.979	141.911	10.241	4.310499999999999	137.004	9.258000000000001	-45.106	1.2205124664501685	0.8102778497314177	1.0076456201547246	1.243638501592703	2.1214796172987547	0.9041410686702646	1.4798226623034099	1.063	173.181519653382	0.182995068327143	53.1546637574804
129-112	129	25.023	23.070500000000003	29.153	23.761000000000003	4.791	1.6175000000000002	3.253	4.2335	56.8035	36.3395	150.9755	7.6715	2.9495	152.2215	6.4085	-20.464	1.084790375923344	0.8536685761328165	1.0531124855008578	1.226874842185001	2.9719444900374734	0.8388460658918053	1.3069357616070647	0.692	167.208668527578	0.239631852711084	67.4408637273953
129-113	129	31.087	25.576	34.244	24.46	3.927	2.013	3.255	4.054	57.618	38.488	146.173	8.196	3.094	156.209	5.939	-19.13	1.2154754457303723	0.9078086672117743	1.270932134096484	1.4	1.9508196721311477	0.724621766715471	1.2454685099846392	1.129	137.897781185369	0.328589998863071	76.705094931932
129-114	129	26.624000000000002	22.2945	28.2095	23.252499999999998	4.0755	1.8035	1.8225	3.3	66	49.856	136.24450000000002	5.6325	3.645	157.7555	5.879	-16.144	1.1936583727437324	0.9436639811857369	1.1445892374124176	1.2132603050160626	2.258985877352875	1.0523677587844256	1.8221567119335162	1.4583333333333335	144.049959797994	0.379368214275433	85.3520916845739
129-115	129	24.614	20.9195	28.1715	23.6425	4.8065	1.9985	2.9225	4.1805	45.7025	24.792	154.91750000000002	7.400499999999999	3.238	159.38	6.805	-20.9105	1.1777954833125408	0.8737508154457072	1.041041402836453	1.1914812177864489	2.4095809185385733	0.9188604458322278	1.4367029057935747	0.397	134.833644657068	0.323816001885771	70.7175658474604
129-116	129	25.509999999999998	22.2965	28.7	21.042499999999997	4.526	1.444	2.7960000000000003	3.9435000000000002	75.30199999999999	43.3725	142.99849999999998	5.149	3.8305	141.7005	5.97	-31.9295	1.14397610562769	0.8890547476682767	1.2122412720151052	1.3639394135809546	3.207882534775889	1.1591580113881537	1.4145291668804942	1.92225	117.728618467444	0.455617302267039	80.882362476495
129-117	129	29.1805	27.207	30.319	24.3765	4.5695	2.003	2.3005	3.201	65.7795	55.915499999999994	139.7525	6.7005	2.899	154.4675	6.5725	-9.8645	1.069372906404131	0.858042811438372	1.193666237647618	1.3013563395999657	3.404290490794189	0.9800201796004488	1.3945355452321477	1.2455	118.251637475895	0.417784982200429	82.4255117172304
129-118	129	27.18	24.784	29.1465	20.095999999999997	3.6925	2.215	2.479	3.397	68.622	45.1995	155.13	6.105499999999999	3.0345	136.2475	5.907	-23.4225	1.0953008867514438	0.9320005397830238	1.350439349266893	1.4487376685078113	1.666422204441092	0.9682015684939775	1.3811676498063115	1.27175	119.717008078348	0.416053166445222	77.535953818736
129-119	129	28.716	24.384	29.274	23.041	3.851	1.6515	2.1975000000000002	3.659	60.719500000000004	29.1905	149.21300000000002	6.791	3.52	150.0675	5.5024999999999995	-31.528999999999996	1.1775199482881034	0.9812507870555862	1.246157817546916	1.2702607619477595	2.3335987138461856	0.8145493010028849	1.6808052049487496	1.18625	150.659457678538	0.290319298722817	69.5550807727278
129-120	129	27.0045	23.768	27.717	21.485	3.7025	1.7730000000000001	2.01	3.133	62.8115	50.2085	149.175	4.7059999999999995	2.6559999999999997	148.0135	5.475	-12.603000000000002	1.1362715851842378	0.9749058973649867	1.2574163198160218	1.2916037617528655	2.2286059959560895	1.1634172523015582	1.5613630974812265	1.1007500000000001	131.653956452738	0.413625936026081	88.1472068793553
129-121	129	30.462	22.29	36.7535	28.4085	7.157	3.072	3.69	4.782500000000001	95.8945	55.5085	134.0995	9.811	4.803	130.006	10.2285	-40.387	1.3670721773379082	0.8288554936072134	1.0723811990253937	1.293791257497674	2.5997494530165217	1.0422559048196722	1.2885118572003165	1.002	164.398094765018	0.231676312973944	68.0634511158937
129-122	129	29.326999999999998	23.978	31.936	23.9705	5.7219999999999995	1.5105	2.5465	4.6075	53.262	33.287	150.705	6.7170000000000005	3.7625	156.033	7.2325	-19.975	1.2221699504443522	0.9183084156058312	1.2233288586541582	1.3321548522098312	3.960870054007384	1.0758955606271647	1.815469115089931	1.27325	132.783531388794	0.365541783010844	75.9218353716639
129-123	129	29.458	24.781	37.014	26.678	7.607	1.956	3.561	5.323	83.92	38.506	133.986	NA	4.379	142.095	9.563	-45.413	1.188733303740769	0.795861025557897	1.1042057125721567	1.3874353399805084	3.8890593047034767	NA	1.4948048301039036	1.0215	118.665659076983	0.364314167920507	68.8345988183694
129-124	129	25.8915	23.4055	28.7835	22.724	4.109	2.027	2.9725	3.4475	28.859499999999997	28.859499999999997	161.567	7.764	2.7205	169.5735	6.136	0	1.109376604867808	0.9007372224652553	1.139949114005074	1.2665673579081864	2.021575919647728	0.7904780889841865	1.1657350588896374	0.698	140.273814528453	0.331126530056274	73.7803790377397
129-125	129	25.448	22.06	30.572	22.857	5.614	1.431	2.382	3.786	76.059	49.597	145.274	5.678	3.468	138.667	7.046	-26.463	1.1535811423390754	0.8323956561559598	1.1133569584809906	1.3375333595834975	3.923130677847659	1.2409299048960902	1.5894206549118388	0.9395	117.765529070337	0.37992631528911	73.4201061154567
129-126	129	26.219	22.288	28.421	23.441	5.45	1.463	3.144	4.167	51.907	27.963	142.387	7.1	2.731	165.706	6.913	-23.944	1.176372936109117	0.9225220787445904	1.118510302461499	1.2124482743910243	3.7252221462747777	0.973661971830986	1.325381679389313	0.732	145.903855343704	0.248983676490643	60.6726818190269
129-127	129	27.536	22.285	29.919	23.5595	4.962	1.4885	2.496	4.01	45.692	27.2185	148.483	6.845	3.6025	165.82549999999998	6.4495000000000005	-18.4735	1.2353312102696596	0.9205652430645557	1.1685216718581521	1.269492694966556	3.378799068301706	0.94217831400473	1.6066411025424292	0.99175	100.547656586239	0.508756762313247	79.5423057392568
129-128	129	29.281	24.6235	32.0965	23.750999999999998	5.26	1.3094999999999999	2.6115	3.818	65.26050000000001	38.188	148.81	6.5745000000000005	3.8015	145.93	6.569	-27.072499999999998	1.1888008795678173	0.9119190712905336	1.2327252156682307	1.3522819089322708	5.799718497576737	0.999830484331671	1.4692276929683474	1.70825	131.130641065567	0.363724840574885	73.7986840542135
129-129	129	31.314500000000002	24.3575	36.694500000000005	24.8425	6.215	2.4619999999999997	3.2325	4.7885	44.4705	39.147999999999996	149.856	7.2995	3.84	165.6735	8.6765	-5.3225	1.28597979140373	0.8533483959202439	1.2608678441523575	1.4772874868416028	2.8428497433006807	1.1884721768225586	1.4869994596501104	1.0985	149.103308149022	0.267929875453301	71.8468189694605
129-130	129	28.133	24.012	30.724	21.31	5.235	0.846	2.543	3.695	61.933	30.742	147.656	7.11	3.268	150.41	6.081	-31.191	1.1716225220722971	0.9156685327431324	1.3201783200375412	1.4417644298451433	6.187943262411348	0.8552742616033755	1.4530082579630357	1.299	113.971456776341	0.441832018045425	82.0299840002187
129-131	129	24.629	20.694	31.98	22.579	5.319	2.758	3.53	4.987	64.327	28.282	152.32	6.536	3.709	143.353	8.077	-36.045	1.1901517348023583	0.7701375859912446	1.09079232915541	1.4163603348243943	1.9285714285714286	1.2357711138310894	1.4127478753541078	0.962	146.60280865075	0.263533310574087	66.9391385773819
129-132	129	26.789499999999997	23.506500000000003	28.826999999999998	22.147	4.553000000000001	2.0545	2.5785	4.8485	74.833	42.891999999999996	136.8895	6.622999999999999	3.348	148.2775	6.6075	-31.942	1.1394270074703048	0.9292347424312504	1.2093961852921498	1.3014679284571162	2.314345777939659	0.9975765231680584	1.88035878497057	0.85	131.770058103563	0.365286500360984	73.2245805626395
129-133	129	28.899	23.444499999999998	31.623	25.618499999999997	6.6240000000000006	2.847	3.8579999999999997	5.3865	60.429	46.911	142.0655	9.917	4.116	157.50650000000002	9.471499999999999	-13.5175	1.2327480568847	0.9139345431690695	1.1281746585014187	1.234410141627584	2.3564699211949054	0.9550769618658397	1.3966358250360207	1.2542499999999999	155.595594625091	0.212457721975564	55.8843110479323
129-134	129	31.438499999999998	27.89	37.906499999999994	29.750999999999998	6.061999999999999	1.2374999999999998	3.915	4.9025	NA	NA	NA	8.5375	3.215	NA	7.2995	NA	1.1273749631412686	0.8293459517855954	1.056676255620522	1.274086331292971	4.903943272721568	0.855530604299761	1.2525139181542349	1.2702499999999999	141.190364305522	0.266441462322796	66.0924492248267
129-135	129	32.158500000000004	26.359	37.5925	28.323500000000003	7.817500000000001	1.948	3.6790000000000003	5.7385	71.4145	38.1805	135.27949999999998	9.8015	4.349	153.30599999999998	9.766	-33.233999999999995	1.2199198002854894	0.8552213698488758	1.1351702553544059	1.3274576477986102	4.15679672654872	0.9963919475648997	1.5627040227573576	1.08025	142.880497204254	0.274176434199296	64.0616741955236
129-136	129	29.247500000000002	24.7175	37.536	27.3815	7.4435	2.466	3.404	4.8625	95.293	46.793	131.3595	7.7385	4.017	133.34699999999998	9.909500000000001	-48.5	1.184479906746723	0.7796771998100878	1.06848362548318	1.3706031773121838	3.19426813456025	1.280344242395082	1.4425289575289573	1.03675	159.685155941635	0.218104620571313	66.1755773433143
129-137	129	29.34	24.148	34.369	26.528	6.066	3.616	3.567	5.842	87.326	71.62	131.358	9.34	4.24	141.316	9.682	-15.705	1.2150074540334603	0.8536762780412581	1.1060012062726177	1.2955744873341375	1.6775442477876106	1.0366167023554604	1.6377908606672271	1.0165	142.321140725921	0.262764698454648	60.8220249466892
129-138	129	26.4255	24.273000000000003	28.8565	21.72	4.4055	1.537	2.408	3.7119999999999997	39.92700000000001	39.92700000000001	163.325	6.216	3.3840000000000003	156.74849999999998	5.942500000000001	0	1.0858045669699208	0.9131319560294126	1.2132097579096242	1.328392744825111	2.91678074108032	0.9631587701549372	1.54478427353072	1.6099999999999999	118.711443445791	0.471369470715528	88.4319753690314
129-139	129	30.807	27.101	36.719	28.343	7.729	2.028	3.329	6.867	68.978	37.87	137.244	8.578	4.657	153.778	9.757	-31.108	1.136747721486292	0.8389934366404314	1.0869350456902938	1.295522704018629	3.8111439842209074	1.1374446257868966	2.062781616100931	1.266	127.229709725489	0.310948474729031	65.4201871235924
129-140	129	30.501	27.019	31.469	24.671	5.4325	1.8094999999999999	2.1975	3.7504999999999997	68.361	57.446	146.837	5.3100000000000005	2.9165	144.802	7.242	-10.915	1.1288317419880538	0.9692337239596278	1.2362571367315058	1.27575187490577	3.130986840142043	1.3636437864875088	1.706757134717978	1.45875	113.908727813597	0.442207504522369	79.7159424726127
129-141	129	32.706	26.581	39.2505	28.755499999999998	7.541499999999999	2.125	3.282	5.7435	68.8885	37.836	141.1385	7.871	4.466	149.974	9.6665	-31.0525	1.2304891105244502	0.8336639159051917	1.1374337657771023	1.3648968883904804	3.549989976457982	1.234495789076164	1.7690593924903548	1.03975	120.582635012469	0.325042781032031	66.4099220650594
129-142	129	28.0655	27.2255	30.5315	23.808500000000002	5.395	1.863	2.6895	4.0585	42.1425	30.734499999999997	153.074	6.480499999999999	3.258	164.78300000000002	7.258000000000001	-11.4085	1.0326037030892812	0.9185501447037534	1.177580977750938	1.2815852234393454	2.8862145296310704	1.1179800239503366	1.5097053581838473	0.8915	131.127310615106	0.370257249162959	76.851685336959
129-143	129	27.2185	23.199	29.7845	27.403	6.584	2.2424999999999997	3.362	4.2065	70.277	38.1555	140.2435	6.725	3.713	149.4795	8.827	-32.122	1.1732595436623858	0.9141841528826995	0.9933322154081258	1.0871928362649503	2.9518981987657096	1.3110305774451083	1.2502798335203624	0.741	161.423191310812	0.196022343115149	54.1357100488328
129-144	129	29.093	25.266	35.384	25.952	7.352	2.947	4.706	7.075	73.021	40.881	141.778	9.954	3.47	145.201	10.299	-32.14	1.1514683764743134	0.8222077775265657	1.1210311344019728	1.3634401972872996	2.494740413980319	1.0346594333936106	1.5033999150021249	0.8075	197.032404700743	0.124894679132539	51.4531569236598
129-145	129	27.606	24.0195	32.36	25.971	5.8235	2.0295	4.07	5.4285	72.29599999999999	35.355000000000004	142.84550000000002	8.502500000000001	3.803	144.8585	7.853	-36.941	1.1519298310758086	0.8466934487021014	1.0630311566664385	1.2624351421995084	2.8727752349732723	0.9257623616430423	1.3423912674488079	1.11875	161.633254810201	0.228548743942502	63.9271628794655
129-146	129	27.6085	22.567999999999998	31.0815	26.42	6.9975000000000005	1.783	4.1165	6.5415	55.5135	31.296999999999997	143.8235	8.488	3.8335	160.663	8.7805	-24.216	1.2233384526302578	0.8884469922702287	1.0449920854552612	1.1764315955420082	3.948393883869337	1.0346681625504874	1.588919694712498	1.33375	142.525758949105	0.25348969023423	60.8345025924172
129-147	129	26.168999999999997	21.1385	31.5355	23.5345	5.484999999999999	2.4684999999999997	3.1959999999999997	4.665	60.034000000000006	28.4005	153.36	8.832999999999998	4.207	146.606	7.9535	-31.633499999999998	1.23873003396765	0.8298424698155306	1.11311628700488	1.3412822783084222	2.3804741646060785	0.9002572512414808	1.4715540341439226	1.0055	163.35946600076	0.205528397710871	65.7817736017016
129-148	129	26.244	20.851	30.404	24.581	4.981	2.255	3.315	4.147	81.184	49.1	132.013	8.116	4.109	146.803	7.236	-32.084	1.2586446693204163	0.86317589790817	1.0676538790122452	1.2368902811114275	2.208869179600887	0.8915722030556925	1.2509803921568627	0.733	158.687431401014	0.211924383235704	60.8831972797028
129-149	129	29.0785	22.432	33.0715	26.1045	7.176	2.9305	4.339	7.427	72.791	37.9435	144.15800000000002	8.2235	4.2225	143.051	10.1065	-34.8475	1.2963430267139955	0.8790984486859771	1.1136684108017625	1.2671465591504991	2.4509772913867742	1.2304563198949037	1.7155675800433396	1.03625	171.902057256995	0.181473710353043	61.3781255214957
129-150	129	28.6475	25.4845	30.033	29.059	8.6455	1.9885000000000002	4.249	5.747	79.6445	51.2665	123.721	7.556	3.597	156.635	10.634	-28.377499999999998	1.1235568190717187	0.9538050011024143	0.9859741088324194	1.03352845246216	4.344145559214686	1.3106140815246163	1.357209288839357	1.4435	143.081675641997	0.272886832191851	68.5486329556439
131-001	131	26.692	22.909	27.432499999999997	20.1535	3.608	1.823	2.206	3.889	37.552499999999995	37.552499999999995	154.457	6.304	2.935	167.9905	5.4305	0	1.1652543956810448	0.9730860162963475	1.3248226738323141	1.3613924671756674	1.9759836708035938	0.8617151747847369	1.7661333228585407	1.7375	140.613321286153	0.38518609067728	87.8176878191267
131-002	131	22.543	19.311	26.116999999999997	19.3535	3.0665	1.414	1.813	2.9370000000000003	83.9895	71.072	134.9965	5.216	2.67	141.0145	4.4805	-12.9175	1.1673860506009057	0.8631541557138367	1.164934104298689	1.3495831178193693	2.1667792583162697	0.8588496706368876	1.619813984211031	1.126	105.428575153492	0.513568669005202	84.3100749146308
131-003	131	24.049999999999997	21.289	23.972	19.698999999999998	3.9305000000000003	1.3295	1.8155000000000001	3.1275	61.591	48.0865	149.1055	5.4825	2.649	149.30399999999997	5.26	-13.5045	1.1297647377851812	1.0032426137378918	1.2212134860965398	1.2172011554050042	3.0035775127768316	0.9600080257975678	1.723074433539054	1.41425	111.103415295666	0.501910502238179	87.2216862385866
131-004	131	22.106	19.5955	23.726	16.134999999999998	2.9575	1.4745	1.4585	3.0145	52.17	46.239000000000004	150.09	4.845000000000001	2.4025	157.7405	4.432	-5.931	1.12816330500333	0.9322098888040729	1.3700785379532883	1.4708120198217578	2.0724167137210614	0.9143799225909492	2.066925496501918	1.05575	107.906091410787	0.502060848101579	83.0503475958392
131-005	131	21.927500000000002	18.687	23.6575	17.369500000000002	3.5060000000000002	1.1105	1.6565	2.7895000000000003	50.7585	42.937	148.6655	5.447	2.2385	160.576	4.617	-7.8215	1.1733225751536263	0.9275036088232904	1.2627335230476413	1.3616624011465124	3.237800897592819	0.8472222067698184	1.6824061805319812	0.99	135.380875702539	0.38353587149709	85.8223679175931
131-006	131	21.567	19.212	20.366	17.8765	3.4444999999999997	1.052	1.5215	3.0035	65.166	36.158	147.05	4.7695	2.307	147.78449999999998	4.496	-29.008	1.1223568802466362	1.059173523114537	1.2062181794433653	1.139836405552978	3.3388670690040554	0.9425266068585394	1.9758116318689916	0.704	127.190627178383	0.449956213909577	87.2810151138029
