pop	ID	floral_tube_length	crease_to_top_height	crease_to_bottom_height	tube_height_at_base	tube_height_at_inflection	mouth_angle	platform_angle	upper_petal_angle	tube_width_at_mouth	tube_width_at_base	lower_petal_angle	tube_height_at_mouth	mouth_constriction_angle
129	129-053B	20.432	3.41	1.558	2.037	2.56	33.355	33.355	157.976	5.553	2.583	168.669	4.968	0
129	129-074A	21.823	3.995	1.718	1.957	3.939	48.9	34.513	148.222	6.265	2.538	162.878	5.712	-14.387
129	129-074B	21.717	2.951	1.575	1.645	3.726	62.273	38.716	149.327	6.51	2.665	148.4	4.526	-23.558
129	129-069A	18.763	3.221	1.483	1.78	3.408	38.925	38.925	157.697	5.663	3.123	163.378	4.705	0
129	129-069B	18.962	2.481	2.298	1.77	3.446	46.934	46.934	150.611	5.652	2.949	162.455	4.779	0
129	129-068A	20.131	3.276	1.867	1.958	2.72	46.518	46.518	150.95	6.358	3.218	162.532	5.143	0
129	129-068B	20.502	3.693	1.795	1.907	3.072	90.86	62.134	145.838	6.221	2.911	123.301	5.489	-28.726
129	129-073A	18.55	2.914	1.65	1.724	3.223	45.15	45.15	146.16	6.707	2.789	168.69	4.564	0
129	129-073B	18.074	2.151	1.959	1.907	2.942	54.646	54.646	150.115	6.468	2.888	155.239	4.11	0
129	129-052A	17.694	3.386	1.99	1.853	3.73	39.392	39.392	143.649	5.483	3.469	176.959	5.376	0
129	129-052B	18.36	2.783	2.176	1.82	3.554	38.913	38.913	145.326	5.787	3.695	175.761	4.959	0
129	129-054A	19.311	3.383	1.592	1.643	3.219	73.453	46.735	146.461	5.05	2.453	140.086	4.975	-26.718
129	129-054B	19.227	3.635	1.581	1.972	3.248	45.14	45.14	149.731	5.023	2.949	165.129	5.216	0
129	129-056A	19.148	3.698	1.556	1.935	3.045	43.286	43.286	142.309	6.116	3.637	174.405	5.254	0
129	129-056B	19.4	3.662	1.359	1.769	2.755	53.525	40.52	145.437	5.65	3.543	161.038	5.021	-13.005
129	129-060A	20.223	3.297	1.293	1.407	3.561	25.691	25.691	156.584	4.923	2.884	177.725	4.59	0
129	129-060B	20.684	3.239	1.299	1.422	3.734	37.862	37.862	141.991	5.017	2.592	180.148	4.538	0
129	129-076A	16.744	3.147	1.365	1.989	2.909	65.87	53.37	144.264	4.815	2.742	149.867	4.512	-12.5
129	129-076B	17.029	2.525	1.721	1.946	2.993	52.855	52.855	152.927	4.981	2.983	154.219	4.246	0
129	129-077A	20.844	3.161	2.424	2.387	3.649	56.722	56.722	144.499	6.357	3.416	158.779	5.586	0
129	129-077B	20.773	2.987	2.612	1.821	2.977	45.889	45.889	153.309	5.721	3.282	160.802	5.599	0
129	129-066A	19.93	3.078	1.132	1.847	2.641	69.28	42.032	141.806	4.52	2.288	148.913	4.21	-27.249
129	129-066B	20.445	2.808	1.386	1.893	2.761	70.969	48.195	142.708	5.184	2.511	146.323	4.194	-22.774
129	129-062A	19.795	3.377	1.631	1.994	3.493	58.616	58.616	150.633	5.971	3.138	150.752	5.008	0
129	129-062B	20.238	3.637	1.39	1.838	3.281	92.521	66.138	136.681	5.49	2.688	130.798	5.028	-26.383
129	129-055A	19.981	3.391	1.647	1.839	NA	55.981	35.749	153.638	5.083	2.946	150.381	5.037	-20.231
129	129-055B	19.639	3.238	1.975	2.055	3.031	38.851	38.851	158.973	4.999	3.009	162.177	5.213	0
129	129-057A	18.409	3.515	1.441	1.803	2.705	37.111	37.111	152.604	5.815	2.826	170.284	4.956	0
129	129-057B	18.565	3.711	1.463	1.651	2.685	50.732	50.732	145.859	5.485	3.231	163.409	5.174	0
129	129-059A	19.615	3.276	1.523	1.671	2.997	67.86	56.856	138.974	5.443	3.001	153.166	4.799	-11.004
129	129-059B	20.347	3.469	1.257	1.548	3.156	62.897	48.459	138.732	5.958	3.286	158.371	4.726	-14.439
129	129-058A	20.171	3.703	1.574	1.776	2.639	80.931	50.182	149.699	6.203	3.147	129.371	5.277	-30.749
129	129-058B	20.409	3.547	1.498	1.987	2.296	58.333	42.546	156.74	6.604	2.887	144.927	5.045	-15.788
129	129-061A	20.298	3.091	1.514	1.767	3.581	65.353	43.187	150.786	5.642	2.627	143.861	4.605	-22.165
129	129-061B	19.861	2.511	1.848	1.938	3.363	76.29	76.29	148.04	5.428	2.461	135.67	4.359	0
129	129-078A	19.57	2.552	1.762	1.507	2.801	56.383	56.383	142.745	4.646	2.923	160.873	4.314	0
129	129-078B	18.982	2.006	1.64	1.933	2.186	29.178	29.178	157.629	4.208	2.636	173.193	3.646	0
129	129-075A	18.989	3.422	1.354	1.752	2.806	57.689	57.689	145.592	6.03	2.562	156.719	4.777	0
129	129-075B	20.065	3.185	1.68	1.66	2.736	49.139	49.139	153.825	5.981	2.571	157.036	4.865	0
129	129-079A	20.086	3.247	1.704	1.935	3.096	58.183	48.697	150.884	5.242	2.499	150.933	4.951	-9.485
129	129-079B	19.506	3.643	1.663	1.744	2.913	47.778	47.778	145.899	5.566	2.939	166.323	5.306	0
129	129-070A	20.226	3.648	1.629	1.876	2.874	60.354	42.138	148.887	4.583	2.602	150.759	5.277	-18.217
129	129-070B	19.817	3.121	1.225	1.931	3.168	63.363	51.078	139.864	5.842	2.695	156.773	4.346	-12.285
129	129-128A	24.641	4.837	2	2.189	3.314	72.236	48.06	144.765	6.492	3.478	142.999	6.836	-24.176
129	129-128B	22.861	5.683	0.619	3.034	4.322	58.285	28.316	152.855	6.657	4.125	148.861	6.302	-29.969
129	129-089A	22.169	3.572	2.145	2.322	3.765	45.194	45.194	167.067	5.488	3.469	147.739	5.716	0
129	129-089B	21.625	4.45	1.476	2.462	3.846	49.611	37.081	160.26	6.114	3.333	150.129	5.926	-12.53
129	129-081A	22.384	4.978	2.639	4.165	5.029	41.934	41.934	150.623	7.899	3.558	167.444	7.618	0
129	129-081B	23.039	5.294	2.208	3.623	4.865	71.856	47.874	141.898	7.196	3.786	146.246	7.502	-23.982
129	129-083A	22.862	5.76	1.843	3.24	5.134	74.578	52.041	128.943	6.263	3.77	156.48	7.604	-22.537
129	129-083B	21.5	4.914	1.96	3.194	4.651	82.992	41.204	139.753	6.342	3.708	137.255	6.874	-41.789
129	129-085A	20.171	3.409	1.836	2.511	3.703	57.542	57.542	147.607	7.759	3.103	154.851	5.244	0
129	129-085B	19.575	2.593	1.844	2.283	3.668	48.518	48.518	158.276	7.354	3.179	153.206	4.437	0
129	129-088A	19.502	4.371	1.644	2.293	3.715	61.629	61.629	153.445	6.101	3.523	144.926	6.016	0
129	129-088B	19.685	3.197	2.309	2.618	3.655	42.746	42.746	156.234	5.536	3.358	161.021	5.505	0
129	129-103A	22.039	3.559	2.137	2.533	3.929	74.429	74.429	133.684	6.814	3.405	151.887	5.695	0
129	129-103B	21.288	3.518	2.007	2.388	4.177	60.583	60.583	140.12	6.871	3.458	159.297	5.525	0
129	129-101A	20.957	3.521	2.564	2.556	4.067	42.824	42.824	163.073	6.053	3.515	154.103	6.085	0
129	129-101B	20.853	4.472	1.946	2.65	4.341	49.107	49.107	156.615	6.015	3.49	154.279	6.418	0
129	129-137A	26.528	6.066	3.616	3.567	5.842	87.326	71.62	131.358	9.34	4.24	141.316	9.682	-15.705
129	129-086A	23.258	2.604	3.311	2.738	4.018	57.72	57.72	151.941	6.351	4.087	150.34	5.916	0
129	129-086B	20.686	4.282	1.554	2.056	3.942	56.046	56.046	149.737	6.004	3.642	154.217	5.836	0
129	129-113A	24.46	3.927	2.013	3.255	4.054	57.618	38.488	146.173	8.196	3.094	156.209	5.939	-19.13
129	129-093A	22.356	3.174	1.854	2.858	3.587	49.931	33.812	157.174	6.421	3.873	152.895	5.029	-16.118
129	129-093B	21.796	3.228	1.791	2.804	3.279	34.93	23.194	166.003	6.438	3.557	159.067	5.019	-11.736
129	129-094A	20.343	3.627	1.591	2.171	3.447	67.7	56.547	148.565	6.13	3.341	143.735	5.218	-11.153
129	129-094B	20.459	2.165	2.729	2.184	3.546	51.165	51.165	154.16	5.783	3.679	154.675	4.893	0
129	129-099A	21.961	4.656	1.658	2.546	3.63	56.293	45.299	152.168	5.298	3.231	151.539	6.315	-10.994
129	129-099B	21.742	4.353	1.998	2.458	3.861	54.69	54.69	151.346	4.829	3.372	153.964	6.351	0
129	129-106A	25.741	5.069	2.386	2.93	4.693	50.849	32.797	150.548	7.423	3.321	158.603	7.455	-18.052
129	129-112A	23.762	5.04	1.762	3.54	4.405	59.421	40.477	146.218	7.359	2.614	154.362	6.802	-18.944
129	129-112B	23.76	4.542	1.473	2.966	4.062	54.186	32.202	155.733	7.984	3.285	150.081	6.015	-21.984
129	129-091A	20.732	3.494	1.686	1.857	3.289	56.421	41.737	154.437	5.197	2.7	149.143	5.18	-14.684
129	129-091B	20.684	3.598	1.83	2.304	4.16	58.128	44.536	153.186	5.432	3.159	148.687	5.428	-13.592
129	129-121A	28.733	7.614	2.166	3.979	5.511	104.162	48.033	136.488	9.733	4.596	119.35	9.779	-56.13
129	129-121B	28.084	6.7	3.978	3.401	4.054	87.627	62.984	131.711	9.889	5.01	140.662	10.678	-24.644
129	129-148A	24.581	4.981	2.255	3.315	4.147	81.184	49.1	132.013	8.116	4.109	146.803	7.236	-32.084
129	129-123A	26.678	7.607	1.956	3.561	5.323	83.92	38.506	133.986	NA	4.379	142.095	9.563	-45.413
129	129-126A	23.441	5.45	1.463	3.144	4.167	51.907	27.963	142.387	7.1	2.731	165.706	6.913	-23.944
129	129-095A	23.023	2.665	2.099	2.348	3.82	50.858	50.858	155.38	5.919	3.111	153.763	4.764	0
129	129-095B	22.932	2.883	1.774	2.212	3.445	56.388	41.677	156.787	5.79	3.111	146.825	4.657	-14.711
129	129-139A	28.343	7.729	2.028	3.329	6.867	68.978	37.87	137.244	8.578	4.657	153.778	9.757	-31.108
129	129-141A	28.644	7.321	2.046	2.868	5.507	80.321	40.628	137.165	7.171	4.362	142.515	9.367	-39.693
129	129-141B	28.867	7.762	2.204	3.696	5.98	57.456	35.044	145.112	8.571	4.57	157.433	9.966	-22.412
129	129-109A	25.066	6.278	1.382	3.743	4.923	72.29	36.301	140.26	7.425	5.087	147.45	7.66	-35.989
129	129-109B	25.573	5.991	0.865	3.374	4.324	70.719	34.806	140.717	6.793	4.332	148.563	6.856	-35.913
129	129-116A	20.99	5.067	1.294	3.114	4.292	87.265	47.83	140.195	5.17	3.842	132.541	6.361	-39.435
129	129-116B	21.095	3.985	1.594	2.478	3.595	63.339	38.915	145.802	5.128	3.819	150.86	5.579	-24.424
129	129-096A	21.021	2.87	1.614	2.512	3.624	42.881	42.881	159.238	5.419	3.083	157.881	4.483	0
129	129-096B	21.752	2.563	1.751	2.236	2.92	70.944	70.944	150.866	5.527	2.755	138.19	4.314	0
129	129-135A	27.62	7.347	2.258	3.895	5.894	63.146	36.591	133.24	9.633	4.564	163.614	9.606	-26.555
129	129-135B	29.027	8.288	1.638	3.463	5.583	79.683	39.77	137.319	9.97	4.134	142.998	9.926	-39.913
129	129-117A	25.455	5.021	0.917	2.168	3.14	60.608	40.88	133.574	6.631	2.886	165.818	5.938	-19.729
129	129-117B	23.298	4.118	3.089	2.433	3.262	70.951	70.951	145.931	6.77	2.912	143.117	7.207	0
129	129-111A	26.809	5.658	2.119	3.513	4.881	81.085	35.979	141.911	10.25	4.712	137.004	7.777	-45.106
129	129-111B	26.497	6.565	4.174	3.709	5.824	NA	NA	NA	10.232	3.909	NA	10.739	NA
129	129-115A	23.424	4.564	1.848	2.706	4.116	36.31	17.685	164.209	7.262	3.539	159.481	6.412	-18.625
129	129-115B	23.861	5.049	2.149	3.139	4.245	55.095	31.899	145.626	7.539	2.937	159.279	7.198	-23.196
129	129-131A	22.579	5.319	2.758	3.53	4.987	64.327	28.282	152.32	6.536	3.709	143.353	8.077	-36.045
129	129-130A	21.31	5.235	0.846	2.543	3.695	61.933	30.742	147.656	7.11	3.268	150.41	6.081	-31.191
129	129-136A	26.674	8.201	1.994	3.7	4.739	104.049	53.489	122.779	7.905	3.853	133.172	10.195	-50.559
129	129-136B	28.089	6.686	2.938	3.108	4.986	86.537	40.097	139.94	7.572	4.181	133.522	9.624	-46.441
129	129-143A	27.666	6.953	2.481	3.56	4.506	68.919	39.434	136.675	6.928	3.913	154.406	9.435	-29.486
129	129-143B	27.14	6.215	2.004	3.164	3.907	71.635	36.877	143.812	6.522	3.513	144.553	8.219	-34.758
129	129-150A	29.134	7.937	1.965	3.741	5.223	70.751	40.375	133.98	7.556	3.597	155.269	9.903	-30.375
129	129-150B	28.984	9.354	2.012	4.757	6.271	88.538	62.158	113.462	NA	NA	158.001	11.365	-26.38
129	129-146A	26.404	7.183	1.666	4.159	6.678	45.592	21.877	149.903	8.396	3.609	164.505	8.848	-23.714
129	129-146B	26.436	6.812	1.9	4.074	6.405	65.435	40.717	137.744	8.58	4.058	156.821	8.713	-24.718
129	129-110A	26.67	4.259	2.653	2.886	3.752	71.678	53.932	142.944	7.715	3.7	145.378	6.912	-17.747
129	129-110B	26.738	4.675	2.206	3.285	4.293	47.024	47.024	145.037	8.211	3.337	167.939	6.88	0
129	129-142A	23.135	4.73	1.707	2.52	3.832	42.469	29.355	147.951	6.358	3.19	169.579	6.437	-13.115
129	129-142B	24.482	6.06	2.019	2.859	4.285	41.816	32.114	158.197	6.603	3.326	159.987	8.079	-9.702
129	129-132A	21.724	4.001	2.375	2.578	4.874	74.136	46.402	137.78	6.606	3.547	148.084	6.376	-27.735
129	129-132B	22.57	5.105	1.734	2.579	4.823	75.53	39.382	135.999	6.64	3.149	148.471	6.839	-36.149
129	129-129A	25.097	6.72	1.722	2.934	4.542	35.103	24.458	156.756	7.154	3.755	168.141	8.441	-10.645
129	129-129B	24.588	5.71	3.202	3.531	5.035	53.838	53.838	142.956	7.445	3.925	163.206	8.912	0
129	129-100A	23.055	4.469	1.308	2.456	3.714	63.538	45.232	143.027	5.893	2.798	153.435	5.777	-18.306
129	129-100B	22.589	4.173	1.819	2.199	3.604	63.756	47.739	143.952	6.107	2.834	152.292	5.993	-16.017
129	129-125A	22.857	5.614	1.431	2.382	3.786	76.059	49.597	145.274	5.678	3.468	138.667	7.046	-26.463
129	129-120A	20.932	3.471	2.169	1.947	3.205	61.996	47.871	155.149	4.849	2.794	142.855	5.64	-14.124
129	129-120B	22.038	3.934	1.377	2.073	3.061	63.627	52.546	143.201	4.563	2.518	153.172	5.31	-11.082
129	129-138A	20.739	3.962	1.677	2.492	3.617	41.7	41.7	165.687	6.617	3.451	152.613	5.639	0
129	129-138B	22.701	4.849	1.397	2.324	3.807	38.154	38.154	160.963	5.815	3.317	160.884	6.246	0
129	129-133A	25.052	6.371	3.118	3.92	5.366	52.174	52.174	148.617	9.918	4.03	159.21	9.49	0
129	129-133B	26.185	6.877	2.576	3.796	5.407	68.684	41.648	135.514	9.916	4.202	155.803	9.453	-27.035
129	129-145A	26.309	5.621	2.072	4.332	5.236	61.022	33.818	148.746	8.835	3.614	150.232	7.693	-27.204
129	129-145B	25.633	6.026	1.987	3.808	5.621	83.57	36.892	136.945	8.17	3.992	139.485	8.013	-46.678
129	129-124A	22.885	4.647	2.08	3.229	3.542	36.257	36.257	154.881	8.528	2.747	168.862	6.727	0
129	129-124B	22.563	3.571	1.974	2.716	3.353	21.462	21.462	168.253	7	2.694	170.285	5.545	0
129	129-122A	25.255	6.408	1.27	2.464	4.939	NA	NA	NA	7.009	4.25	NA	7.678	NA
129	129-122B	22.686	5.036	1.751	2.629	4.276	53.262	33.287	150.705	6.425	3.275	156.033	6.787	-19.975
129	129-098A	22.898	5.126	2.122	2.74	4.486	79.421	56.237	153.728	5.875	3.588	126.851	7.248	-23.184
129	129-098B	21.212	4.547	1.678	2.075	3.49	76.009	50.577	150.469	4.868	3.094	133.521	6.225	-25.433
129	129-144A	25.952	7.352	2.947	4.706	7.075	73.021	40.881	141.778	9.954	3.47	145.201	10.299	-32.14
129	129-147A	22.684	6.223	1.968	2.545	3.894	75.132	30.259	147.933	9.014	4.501	136.935	8.191	-44.873
129	129-147B	24.385	4.747	2.969	3.847	5.436	44.936	26.542	158.787	8.652	3.913	156.277	7.716	-18.394
129	129-149A	25.613	7.288	3.045	4.008	7.08	74.148	40.124	143.698	8.016	4.39	142.154	10.333	-34.024
129	129-149B	26.596	7.064	2.816	4.67	7.774	71.434	35.763	144.618	8.431	4.055	143.948	9.88	-35.671
129	129-082A	19.752	3.777	1.744	2.125	3.781	75.035	60.322	142.479	4.264	3.584	142.486	5.521	-14.713
129	129-082B	20.056	3.491	1.536	2.11	3.5	65.383	51.857	141.748	4.826	3.273	152.869	5.027	-13.526
129	129-092A	17.543	2.961	2.776	2.587	4.341	62.445	62.445	160.097	5.827	3.064	137.459	5.737	0
129	129-092B	18.864	4.182	2.393	2.199	3.63	38.561	38.561	153.592	5.074	2.68	167.847	6.575	0
129	129-097A	19.442	3.879	1.401	2.272	3.739	69.796	50.479	139.633	6.471	2.787	150.571	5.279	-19.317
129	129-097B	19.982	3.376	1.828	2.475	3.863	63.195	40.606	145.103	6.291	3.086	151.702	5.204	-22.589
129	129-134A	29.615	6.076	1.198	4.015	4.985	NA	NA	NA	8.308	3.154	NA	7.274	NA
129	129-134B	29.887	6.048	1.277	3.815	4.82	NA	NA	NA	8.767	3.276	NA	7.325	NA
129	129-087A	23.55	3.623	1.124	1.819	3.267	47.186	34.967	153.732	5.017	2.81	159.082	4.748	-12.22
129	129-087B	22.104	2.819	2.011	2.103	3.743	54.134	54.134	143.564	4.693	3.314	162.302	4.83	0
129	129-119A	23.244	3.866	1.609	2.474	3.849	66.763	32.469	145.804	7.267	3.592	147.433	5.475	-34.294
129	129-119B	22.838	3.836	1.694	1.921	3.469	54.676	25.912	152.622	6.315	3.448	152.702	5.53	-28.764
129	129-090A	25.526	4.778	1.682	2.434	3.463	84.164	46.441	149.726	6.452	3.159	126.11	6.46	-37.723
129	129-084A	21.793	2.663	1.648	1.952	2.91	42.709	33.048	159.605	5.109	2.591	157.685	4.311	-9.661
129	129-084B	21.267	2.703	1.763	1.596	2.857	77.552	53.669	145.822	5.346	2.456	136.626	4.467	-23.884
129	129-108A	23.308	6.277	2.364	2.204	3.393	78.769	39.948	142.675	5.797	4.078	138.556	8.641	-38.821
129	129-107A	20.728	3.316	2.754	2.49	3.403	77.107	77.107	142.825	5.885	3.147	140.068	6.07	0
129	129-107B	19.65	3.895	1.978	2.297	3.202	69.451	69.451	152.998	5.199	2.808	137.551	5.874	0
129	129-104A	22.327	3.784	1.597	2.221	3.364	72.736	47.641	152.437	6.966	3.584	134.827	5.381	-25.095
129	129-104B	21.48	4.522	1.333	2.373	3.508	65.683	44.559	143.557	6.01	3.051	150.76	5.855	-21.124
129	129-118A	19.016	3.541	2.185	2.33	3.639	72.283	48.418	148.139	5.821	2.753	139.578	5.725	-23.865
129	129-118B	21.176	3.844	2.245	2.628	3.155	64.961	41.981	162.121	6.39	3.316	132.917	6.089	-22.98
129	129-127A	23.099	4.887	1.65	2.419	3.892	38.337	24.497	150.464	6.893	3.922	171.2	6.536	-13.84
129	129-127B	24.02	5.037	1.327	2.573	4.128	53.047	29.94	146.502	6.797	3.283	160.451	6.363	-23.107
129	129-105A	22.743	4.42	1.543	2.278	3.247	NA	NA	NA	5.742	3.994	NA	5.963	NA
129	129-105B	21.964	3.691	2.083	2.462	3.46	38.454	38.454	155.333	6.059	3.196	166.214	5.774	0
129	129-140A	24.989	5.525	1.457	2.15	3.674	NA	NA	NA	5.144	2.745	NA	6.982	NA
129	129-140B	24.353	5.34	2.162	2.245	3.827	68.361	57.446	146.837	5.476	3.088	144.802	7.502	-10.915
129	129-102A	21.633	3.637	2.734	2.418	4.082	27.673	27.673	159.439	4.783	3.432	172.889	6.371	0
129	129-102B	19.908	3.398	1.865	2.366	3.437	43.351	43.351	161.497	NA	NA	155.152	5.263	0
129	129-114A	23.482	4.33	1.905	1.694	3.362	67.11	55.978	132.001	5.265	3.964	160.889	6.235	-11.132
129	129-114B	23.023	3.821	1.702	1.951	3.238	64.89	43.734	140.488	6	3.326	154.622	5.523	-21.156
131	131-006A	17.521	3.094	1.155	1.64	3.203	55.852	34.2	150.14	4.52	2.322	154.009	4.249	-21.652
131	131-006B	18.232	3.795	0.949	1.403	2.804	74.48	38.116	143.96	5.019	2.292	141.56	4.743	-36.364
131	131-023A	17.371	3.501	1.931	1.921	3.148	73.053	53.807	151.443	4.962	2.561	135.504	5.431	-19.246
131	131-023B	16.927	3.593	1.442	1.875	2.919	77.91	61.644	144.406	4.23	2.283	137.684	5.035	-16.266
131	131-031A	20.845	2.363	1.59	1.608	2.786	56.332	38.272	156.185	5.651	2.215	147.484	3.954	-18.06
131	131-031B	19.153	2.417	1.731	1.618	2.713	62.905	62.905	143.924	5.304	2.318	153.172	4.148	0
131	131-021A	18.475	2.777	2.003	2.047	3.32	62.112	62.112	149.994	4.655	2.936	147.894	4.78	0
131	131-021B	18.203	2.883	2.426	1.948	2.846	66.456	66.456	146.881	4.75	2.935	146.663	5.309	0
131	131-009A	16.929	3.473	1.637	2.031	3.256	60.131	60.131	143.94	4.492	2.268	155.929	5.11	0
131	131-009B	18.331	2.385	1.069	1.72	3.131	63.995	45.176	155.033	7.226	2.281	140.973	3.454	-18.819
131	131-004A	16	2.567	1.661	1.44	2.985	61.276	49.414	150.668	4.681	2.397	148.056	4.228	-11.862
131	131-004B	16.27	3.348	1.288	1.477	3.044	43.064	43.064	149.512	5.009	2.408	167.425	4.636	0
131	131-008A	19.75	2.492	1.634	1.773	2.792	69.656	69.656	141.587	4.724	1.996	148.757	4.127	0
131	131-008B	19.275	2.399	1.595	1.88	2.892	82.007	63.163	137.256	4.963	2.056	140.737	3.994	-18.844
131	131-019A	18.475	3.174	1.473	1.855	3.215	66.835	54.65	135.72	5.154	2.723	157.445	4.647	-12.185
131	131-019B	18.201	2.913	2.007	1.987	3.632	41.891	41.891	154.28	4.925	2.561	163.83	4.92	0
131	131-001A	20.556	3.911	1.923	2.143	4.026	31.409	31.409	155.991	6.278	3.108	172.6	5.833	0
131	131-001B	19.751	3.305	1.723	2.269	3.752	43.696	43.696	152.923	6.33	2.762	163.381	5.028	0
131	131-015A	19.787	3.334	1.5	1.924	2.927	47.831	47.831	142.133	5.766	2.707	170.036	4.833	0
131	131-015B	18.782	3.279	1.408	1.356	2.967	44.527	44.527	158.757	5.405	2.226	156.716	4.687	0
131	131-011A	21.283	2.766	1.626	2.041	3.002	53.433	42.302	148.12	5.925	2.451	158.447	4.392	-11.13
131	131-011B	21.689	4.167	0.703	2.201	2.71	63.065	40.423	145.962	5.978	2.5	150.973	4.87	-22.642
131	131-026A	16.022	3.042	1.191	1.785	3.335	49.712	49.712	151.06	5.829	2.528	159.228	4.232	0
131	131-026B	16.129	3.36	1.349	1.962	3.673	58.23	42.601	154.842	5.543	2.661	146.928	4.709	-15.629
131	131-013A	18.47	3.177	1.142	1.902	2.87	47.46	47.46	146.83	5.265	2.744	165.71	4.319	0
131	131-013B	18.501	3.079	1.396	1.439	2.73	52.366	52.366	150.258	5.54	2.729	157.376	4.475	0
131	131-032A	19.2	2.554	1.953	1.61	2.782	42.959	42.959	151.55	4.858	2.743	165.49	4.508	0
131	131-032B	18.231	3.352	1.092	1.572	2.922	47.811	35.677	153.141	4.574	2.7	159.048	4.444	-12.133
131	131-033A	17.959	4.058	1.475	1.663	2.81	47.815	47.815	156.323	4.614	2.575	155.862	5.533	0
131	131-033B	18.798	4.205	1.497	1.825	2.921	32.232	32.232	164.8	5.494	2.953	162.968	5.702	0
131	131-036A	16.17	2.47	1.429	1.818	3.105	56.859	56.859	149.055	6.04	2.534	154.087	3.899	0
131	131-036B	19.076	3.15	1.587	1.861	3.01	50.721	50.721	137.948	6.024	2.655	171.332	4.737	0
131	131-002A	19.178	2.879	1.382	1.855	3.017	83.552	69.216	135.719	5.197	2.502	140.73	4.261	-14.336
131	131-002B	19.529	3.254	1.446	1.771	2.857	84.427	72.928	134.274	5.235	2.838	141.299	4.7	-11.499
131	131-024A	20.616	4.381	1.173	2.021	2.807	71.219	55.96	140.681	4.927	2.854	148.099	5.554	-15.259
131	131-024B	18.347	3.955	1.468	1.77	3.093	61.815	61.815	141.293	3.707	2.51	156.892	5.423	0
131	131-038A	19.313	3.708	1.464	2.138	3.792	49.389	49.389	146.23	6.085	2.544	164.381	5.171	0
131	131-038B	18.602	3.611	1.715	1.721	3.37	54.232	54.232	147.986	5.246	2.731	157.782	5.326	0
131	131-040A	18.507	2.931	0.811	1.752	2.653	61.093	47.323	145.873	5.183	2.69	153.033	3.742	-13.77
131	131-040B	18.826	2.668	1.388	1.813	2.856	59.906	59.906	143.836	4.889	2.518	156.258	4.056	0
131	131-020A	20.783	2.651	1.748	2.081	3.245	60.18	60.18	136.409	5.398	2.77	163.412	4.399	0
131	131-020B	21.092	2.848	1.957	1.974	2.899	53.405	53.405	162.897	5.573	2.644	143.698	4.805	0
131	131-027A	19.248	4.632	1.032	2.136	3.021	47.487	33.88	144.655	5.412	3.163	167.857	5.664	-13.608
131	131-027B	18.972	3.693	1.863	2.15	3.256	49.458	49.458	140.948	6.121	2.975	169.594	5.556	0
131	131-017A	21.004	3.593	1.695	2.271	3.444	45.041	45.041	152.045	6.283	2.572	162.914	5.289	0
131	131-017B	20.899	3.54	1.906	2.384	3.651	45.693	45.693	143.751	6.343	2.494	170.556	5.446	0
131	131-035A	19.568	3.356	1.419	1.928	2.856	52.415	52.415	152.882	5.695	2.51	154.703	4.774	0
131	131-035B	20.008	3.826	1.395	1.732	2.614	66.105	39.817	154.025	5.401	2.418	139.87	5.221	-26.288
131	131-007A	19.357	3.55	1.45	1.969	3.363	47.772	47.772	145.708	5.658	3.047	166.52	5	0
131	131-007B	19.267	3.307	1.791	1.905	3.294	40.144	40.144	149.458	5.581	2.248	170.398	5.098	0
131	131-030A	16.868	3.671	1.619	2.139	2.969	45.06	45.06	141.749	5.744	2.297	173.19	5.289	0
131	131-030B	18.776	3.775	1.307	1.689	3.053	53.359	39.727	138.652	5.478	2.168	167.989	5.082	-13.633
131	131-012A	15.863	3.03	1.595	1.561	2.935	61.145	42.24	149.605	3.987	2.772	149.25	4.624	-18.905
131	131-012B	15.609	3.13	1.45	1.857	3.232	69.464	58.925	146.198	5.252	2.699	144.338	4.58	-10.539
131	131-022A	22.447	3.451	1.14	1.981	2.864	30.649	30.649	159.656	6.221	2.686	169.695	4.59	0
131	131-022B	22.54	3.803	1.308	1.497	2.625	43.027	43.027	157.963	5.691	2.913	159.009	5.112	0
131	131-016A	19.766	2.763	1.885	1.453	2.738	43.131	43.131	150.188	5.653	2.733	166.682	4.648	0
131	131-016B	19.146	3.09	1.175	1.43	2.416	60.483	43.648	149.392	5.035	2.158	150.125	4.265	-16.835
131	131-025A	18.195	3.123	1.253	1.483	2.35	30.654	30.654	154.359	4.937	2.469	174.987	4.376	0
131	131-025B	17.7	3.177	0.915	1.554	2.048	59.258	44.256	149.942	4.846	2.17	150.8	4.091	-15.002
131	131-034A	18.217	3.583	1.749	1.767	3.354	43.915	43.915	149.638	5.021	2.927	166.447	5.332	0
131	131-034B	17.755	2.973	1.89	1.911	3.664	23.098	23.098	168.437	5.178	2.965	168.465	4.863	0
131	131-010A	18.016	2.967	1.767	2.063	3.119	70.786	59.887	144.163	5.245	2.229	145.052	4.734	-10.899
131	131-010B	17.109	2.656	2.189	1.501	2.919	42.265	42.265	149.703	5.288	2.59	168.032	4.845	0
131	131-028A	18.365	3.325	1.36	1.644	2.869	65.512	56.806	142.121	5.153	2.221	152.367	4.685	-8.706
131	131-028B	18.952	3.048	3.009	1.808	3.085	52.394	52.394	145.295	5.665	2.389	162.311	6.056	0
131	131-005A	17.855	3.533	1.29	1.723	2.966	52.158	52.158	147.421	5.541	2.354	160.421	4.823	0
